Class,Extract Superclass,Extract Method,Inline Method,Rename Method,Move Method,Rename Package,Move Attribute,Pull Up Method,Pull Up Attribute,Push Down Method,Push Down Attribute,Move Class,Rename Class,Move And Rename Class,Extract And Move Method,Move Source Folder,Change Package,Extract Variable,Rename Attribute,Move and Rename Attribute,Replace Variable with Attribute,Replace Attribute ,Merge Variable,Merge Parameter,Merge Attribute,split Variable,split Parameter,Split Attribute,Extract Interface,DTWC_x,DR_x,DW_x,IDFP_x,IDS_x,ISQLQ_x,IGS_x,LIC_x,LT_x,MIM_x,NLMR_x,PD_x,RAM_x,SL_x,UC_x,LazyClass_x,ComplexClass_x,LongParameterList_x,FeatureEnvy_x,LongMethod_x,BlobClass_x,MessageChain_x,RefusedBequest_x,SpaghettiCode_x,SpeculativeGenerality_x,DTWC_y,DR_y,DW_y,IDFP_y,IDS_y,ISQLQ_y,IGS_y,LIC_y,LT_y,MIM_y,NLMR_y,PD_y,RAM_y,SL_y,UC_y,LazyClass_y,ComplexClass_y,LongParameterList_y,FeatureEnvy_y,LongMethod_y,BlobClass_y,MessageChain_y,RefusedBequest_y,SpaghettiCode_y,SpeculativeGenerality_y,DTWC_diff,DR_diff,DW_diff,IDFP_diff,IDS_diff,ISQLQ_diff,IGS_diff,LIC_diff,LT_diff,MIM_diff,NLMR_diff,PD_diff,RAM_diff,SL_diff,UC_diff,LazyClass_diff,ComplexClass_diff,LongParameterList_diff,FeatureEnvy_diff,LongMethod_diff,BlobClass_diff,MessageChain_diff,RefusedBequest_diff,SpaghettiCode_diff,SpeculativeGenerality_diff,cbo_x,wmc_x,dit_x,rfc_x,lcom_x,totalMethods_x,staticMethods_x,publicMethods_x,privateMethods_x,protectedMethods_x,defaultMethods_x,abstractMethods_x,finalMethods_x,synchronizedMethods_x,totalFields_x,staticFields_x,publicFields_x,privateFields_x,protectedFields_x,defaultFields_x,finalFields_x,synchronizedFields_x,nosi_x,loc_x,returnQty_x,loopQty_x,comparisonsQty_x,tryCatchQty_x,parenthesizedExpsQty_x,stringLiteralsQty_x,numbersQty_x,assignmentsQty_x,mathOperationsQty_x,variablesQty_x,maxNestedBlocks_x,anonymousClassesQty_x,subClassesQty_x,lambdasQty_x,uniqueWordsQty_x,Unnamed: 40_x,cbo_y,wmc_y,dit_y,rfc_y,lcom_y,totalMethods_y,staticMethods_y,publicMethods_y,privateMethods_y,protectedMethods_y,defaultMethods_y,abstractMethods_y,finalMethods_y,synchronizedMethods_y,totalFields_y,staticFields_y,publicFields_y,privateFields_y,protectedFields_y,defaultFields_y,finalFields_y,synchronizedFields_y,nosi_y,loc_y,returnQty_y,loopQty_y,comparisonsQty_y,tryCatchQty_y,parenthesizedExpsQty_y,stringLiteralsQty_y,numbersQty_y,assignmentsQty_y,mathOperationsQty_y,variablesQty_y,maxNestedBlocks_y,anonymousClassesQty_y,subClassesQty_y,lambdasQty_y,uniqueWordsQty_y,Unnamed: 40_y,cbo_diff,wmc_diff,dit_diff,rfc_diff,lcom_diff,totalMethods_diff,staticMethods_diff,publicMethods_diff,privateMethods_diff,protectedMethods_diff,defaultMethods_diff,abstractMethods_diff,finalMethods_diff,synchronizedMethods_diff,totalFields_diff,staticFields_diff,publicFields_diff,privateFields_diff,protectedFields_diff,defaultFields_diff,finalFields_diff,synchronizedFields_diff,nosi_diff,loc_diff,returnQty_diff,loopQty_diff,lcomparisonsQty_diff,tryCatchQty_diff,parenthesizedExpsQty_diff,stringLiteralsQty_diff,numbersQty_diff,assignmentsQty_diff,mathOperationsQty_diff,variablesQty_diff,maxNestedBlocks_diff,anonymousClassesQty_diff,subClassesQty_diff,lambdasQty_diff,,co-Oa,co-oo,,,,
eu.faircode.netguard.AdapterForwarding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,2,11,1,3,0,3,0,0,0,0,0,0,5,0,0,5,0,0,0,0,4,46,1,0,0,0,0,6,2,15,0,0,15,0,0,0,0,25,7,3,2,11,1,3,0,3,0,0,0,0,0,0,5,0,0,5,0,0,0,0,4,46,1,0,0,0,0,6,2,15,0,0,15,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,,,,
eu.faircode.netguard.AdapterLog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,16,72,2,45,12,8,0,6,2,0,0,0,0,0,25,1,0,25,0,0,0,0,13,331,17,0,10,4,12,40,46,72,3,3,64,2,5,0,0,121,16,72,2,45,12,8,0,6,2,0,0,0,0,0,25,1,0,25,0,0,0,0,13,331,17,0,10,4,12,40,46,72,3,3,64,2,5,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,,,,
eu.faircode.netguard.AdapterRule,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,31,87,2,70,76,16,0,14,2,0,0,0,0,0,16,1,0,16,0,0,1,0,8,855,5,4,11,1,7,24,23,76,7,7,55,2,30,2,0,228,31,86,2,70,76,16,0,14,2,0,0,0,0,0,16,1,0,16,0,0,1,0,8,855,5,4,10,1,7,23,23,76,6,6,55,2,30,2,0,228,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,-1,0,0,0,-2,,3,4,,,,
eu.faircode.netguard.Allowed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,13,0,0,0,0,0,0,1,4,0,0,2,0,0,0,0,4,0,2,1,0,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,13,0,0,0,0,0,0,1,4,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,4,,,,
eu.faircode.netguard.ApplicationEx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,11,1,2,0,1,1,0,0,0,0,0,2,1,0,2,0,0,1,0,4,42,0,0,0,0,0,6,0,6,1,1,6,0,1,0,0,28,6,3,2,11,1,2,0,1,1,0,0,0,0,0,2,1,0,2,0,0,1,0,4,42,0,0,0,0,0,6,0,6,1,1,6,0,1,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
eu.faircode.netguard.DatabaseHelper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,21,141,2,78,196,48,3,38,10,0,0,0,0,0,16,14,0,16,0,0,7,0,23,908,18,3,17,47,5,300,79,159,34,34,82,3,1,3,0,191,21,141,2,78,196,48,3,38,10,0,0,0,0,0,16,14,0,16,0,0,7,0,22,907,18,3,17,47,5,299,79,158,34,34,82,3,1,3,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,1,0,0,0,0,0,-3,,2,1,,,,
eu.faircode.netguard.DownloadTask,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,2,52,0,7,0,1,1,5,0,0,0,0,6,1,0,6,0,0,1,0,0,136,2,1,0,3,3,11,9,23,9,9,19,2,0,1,0,72,14,19,2,52,0,7,0,1,1,5,0,0,0,0,6,1,0,6,0,0,1,0,0,136,2,1,0,3,3,11,9,23,9,9,19,2,0,1,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,3,1,,,,
eu.faircode.netguard.ExpandedListView,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,2,6,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,15,3,4,2,2,6,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,2,,,,
eu.faircode.netguard.Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,12,1,0,0,0,0,5,0,0,1,1,5,0,0,0,0,10,0,1,1,0,0,1,0,1,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,12,1,0,0,0,0,5,0,0,1,1,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,,,,
eu.faircode.netguard.FragmentSettings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
eu.faircode.netguard.IAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,48,1,34,0,14,4,14,0,0,0,0,0,0,5,2,0,5,0,0,2,0,12,183,23,4,5,2,6,49,19,30,8,8,26,2,0,1,0,79,13,48,1,34,0,14,4,14,0,0,0,0,0,0,5,2,0,5,0,0,2,0,12,183,23,4,5,2,6,49,19,30,8,8,26,2,0,1,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,,1,1,,,,
