Class,LazyClass,ComplexClass,LongParameterList,FeatureEnvy,LongMethod,BlobClass,MessageChain,RefusedBequest,SpaghettiCode,SpeculativeGenerality,DTWC,DR,DW,IDFP,IDS,ISQLQ,IGS,LIC,LT,MIM,NLMR,PD,RAM,SL,UC,OO,OA,Both
it.feio.android.omninotes.ui.RemindersLifecycleTest,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
it.feio.android.omninotes.utils.BitmapHelperTest,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2
it.feio.android.omninotes.utils.date.RecurrenceHelperTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it.feio.android.omninotes.utils.GeocodeHelperTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it.feio.android.omninotes.utils.ParcelableUtilTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it.feio.android.omninotes.utils.ReminderHelperTest,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.utils.SecurityTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it.feio.android.omninotes.AboutActivity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it.feio.android.omninotes.async.AlarmRestoreOnRebootService,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
it.feio.android.omninotes.async.AttachmentTask,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.async.bus.CategoriesUpdatedEvent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.async.bus.DynamicNavigationReadyEvent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.async.bus.NavigationUpdatedEvent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.async.bus.NavigationUpdatedNavDrawerClosedEvent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.async.bus.NotesDeletedEvent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.async.bus.NotesLoadedEvent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.async.bus.NotesMergeEvent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.async.bus.NotesUpdatedEvent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.async.bus.NotificationRemovedEvent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.async.bus.PasswordRemovedEvent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.async.bus.PushbulletReplyEvent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.async.bus.SwitchFragmentEvent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it.feio.android.omninotes.async.CategoryMenuTask,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
it.feio.android.omninotes.async.DataBackupIntentService,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,6
it.feio.android.omninotes.async.MainMenuTask,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,3,4
it.feio.android.omninotes.async.notes.NoteLoaderTask,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2
it.feio.android.omninotes.async.notes.NoteProcessor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2
it.feio.android.omninotes.async.notes.NoteProcessorArchive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it.feio.android.omninotes.async.notes.NoteProcessorCategorize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it.feio.android.omninotes.async.notes.NoteProcessorDelete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
it.feio.android.omninotes.async.notes.NoteProcessorTrash,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it.feio.android.omninotes.async.notes.SaveNoteTask,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
it.feio.android.omninotes.async.TextWorkerTask,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.async.UpdaterTask,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,3
it.feio.android.omninotes.async.UpdateWidgetsTask,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2
it.feio.android.omninotes.async.upgrade.UpgradeProcessor,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3,4
it.feio.android.omninotes.BaseActivity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3,3
it.feio.android.omninotes.BaseFragment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2
it.feio.android.omninotes.CategoryActivity,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,3
it.feio.android.omninotes.db.DbHelper,0,1,0,2,3,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,5,4,9
it.feio.android.omninotes.db.SqlParser,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2
it.feio.android.omninotes.DetailFragment,0,1,2,2,6,0,12,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,6,5,11
it.feio.android.omninotes.exceptions.BackupException,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
it.feio.android.omninotes.exceptions.DatabaseException,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.exceptions.GenericException,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.exceptions.NotesLoadingException,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
it.feio.android.omninotes.extensions.ONDashClockExtension,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,3
it.feio.android.omninotes.extensions.PushBulletExtension,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
it.feio.android.omninotes.factory.MediaStoreFactory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it.feio.android.omninotes.GalleryActivity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3,3
it.feio.android.omninotes.helpers.AppVersionHelper,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.helpers.AttachmentsHelper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it.feio.android.omninotes.helpers.BackupHelper,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
it.feio.android.omninotes.helpers.count.CountFactory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it.feio.android.omninotes.helpers.count.DefaultWordCounter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2
it.feio.android.omninotes.helpers.count.IdeogramsWordCounter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.helpers.count.WordCounter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it.feio.android.omninotes.helpers.date.DateHelper,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.helpers.date.RecurrenceHelper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it.feio.android.omninotes.helpers.GeocodeProviderBaseFactory,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.helpers.LanguageHelper,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.helpers.LogDelegate,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
it.feio.android.omninotes.helpers.NotesHelper,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
it.feio.android.omninotes.helpers.PermissionsHelper,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.helpers.SpringImportHelper,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
it.feio.android.omninotes.intro.IntroActivity,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.intro.IntroFragment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2
it.feio.android.omninotes.intro.IntroSlide1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it.feio.android.omninotes.intro.IntroSlide2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it.feio.android.omninotes.intro.IntroSlide3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it.feio.android.omninotes.intro.IntroSlide4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it.feio.android.omninotes.intro.IntroSlide5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it.feio.android.omninotes.intro.IntroSlide6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it.feio.android.omninotes.ListFragment,0,1,0,2,4,1,6,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,5,3,8
it.feio.android.omninotes.MainActivity,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,3
it.feio.android.omninotes.models.adapters.AttachmentAdapter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,3
it.feio.android.omninotes.models.adapters.category.CategoryViewHolder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
it.feio.android.omninotes.models.adapters.CategoryBaseAdapter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
it.feio.android.omninotes.models.adapters.CategoryRecyclerViewAdapter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
it.feio.android.omninotes.models.adapters.NavDrawerAdapter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
it.feio.android.omninotes.models.adapters.NoteAdapter,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,4
it.feio.android.omninotes.models.adapters.PlacesAutoCompleteAdapter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
it.feio.android.omninotes.models.Attachment,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,3
it.feio.android.omninotes.models.Category,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
it.feio.android.omninotes.models.holders.ImageAndTextItem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it.feio.android.omninotes.models.holders.NoteViewHolder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
it.feio.android.omninotes.models.listeners.AbsListViewScrollDetector,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,3
it.feio.android.omninotes.models.listeners.OnAttachingFileListener,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.models.listeners.OnCABItemClickedListener,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.models.listeners.OnDrawChangedListener,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.models.listeners.OnFabItemClickedListener,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.models.listeners.OnGeoUtilResultListener,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.models.listeners.OnNoteSaved,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.models.listeners.OnPermissionRequestedListener,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.models.listeners.OnReminderPickedListener,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.models.listeners.OnViewTouchedListener,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.models.listeners.RecyclerViewItemClickSupport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2
it.feio.android.omninotes.models.misc.DynamicNavigationLookupTable,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,3
it.feio.android.omninotes.models.misc.PlayStoreMetadataFetcherResult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it.feio.android.omninotes.models.NavigationItem,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.models.Note,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
it.feio.android.omninotes.models.ONStyle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
it.feio.android.omninotes.models.PasswordValidator,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.models.PushBulletMessage,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.models.Stats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
it.feio.android.omninotes.models.StatsSingleNote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it.feio.android.omninotes.models.Tag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
it.feio.android.omninotes.models.UndoBarController,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
it.feio.android.omninotes.models.views.ExpandableHeightGridView,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
it.feio.android.omninotes.models.views.Fab,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,4
it.feio.android.omninotes.models.views.InterceptorFrameLayout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
it.feio.android.omninotes.models.views.InterceptorLinearLayout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
it.feio.android.omninotes.models.views.NonScrollableListView,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
it.feio.android.omninotes.models.views.SketchView,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
it.feio.android.omninotes.models.views.SquareImageView,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
it.feio.android.omninotes.models.views.VerticalSeekBar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
it.feio.android.omninotes.NavigationDrawerFragment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2
it.feio.android.omninotes.NoteInfosActivity,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,3
it.feio.android.omninotes.OmniNotes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2
it.feio.android.omninotes.PasswordActivity,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,4
it.feio.android.omninotes.receiver.AlarmReceiver,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.receiver.BootCompleteReceiver,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.services.NotificationListener,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2
it.feio.android.omninotes.SettingsActivity,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,4
it.feio.android.omninotes.SettingsFragment,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,2,5
it.feio.android.omninotes.ShortcutActivity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
it.feio.android.omninotes.SketchFragment,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,6
it.feio.android.omninotes.SnoozeActivity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2
it.feio.android.omninotes.StatsActivity,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,3
NaN,44,14,30,30,29,0,97,0,3,2,15,0,0,0,0,0,4,10,1,73,19,0,0,14,6,8,8,16
it.feio.android.omninotes.utils.AlphaManager,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.utils.AnimationsHelper,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
it.feio.android.omninotes.utils.AssetUtils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
it.feio.android.omninotes.utils.BitmapHelper,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,3
it.feio.android.omninotes.utils.ColorsUtil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
it.feio.android.omninotes.utils.ConnectionManager,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.utils.ConstantsBase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it.feio.android.omninotes.utils.date.DateUtils,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.utils.date.ReminderPickers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
it.feio.android.omninotes.utils.date.SublimePickerFragment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2
it.feio.android.omninotes.utils.Display,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it.feio.android.omninotes.utils.FileHelper,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
it.feio.android.omninotes.utils.FileProviderHelper,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
it.feio.android.omninotes.utils.GeocodeHelper,0,1,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,2,6
it.feio.android.omninotes.utils.IntentChecker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it.feio.android.omninotes.utils.KeyboardUtils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it.feio.android.omninotes.utils.LoadingDialog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
it.feio.android.omninotes.utils.MiscUtils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it.feio.android.omninotes.utils.Navigation,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,3
it.feio.android.omninotes.utils.notifications.NotificationChannel,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
it.feio.android.omninotes.utils.notifications.NotificationChannels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it.feio.android.omninotes.utils.notifications.NotificationsHelper,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,3
it.feio.android.omninotes.utils.ParcelableUtil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
it.feio.android.omninotes.utils.PasswordHelper,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
it.feio.android.omninotes.utils.ReminderHelper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
