CommitId;RefactoringType;RefactoringDetail,,,,,,,,,
"5bd87c370c7a5dcfc5ef0318dcca3b87cc168a3a;Extract Method;Extract Method	public url(components String[]", params Map<String,String>, page int) : String extracted from public url(components String[], page int) : String in class com.sunlightlabs.congress.services.ProPublica,,,,,
"969bfd20bd8da07092faf33f4f4ee8466224b4c6;Extract Method;Extract Method	public recently(type String", comparator Comparator<Bill>, page int) : List<Bill> extracted from public recentlyIntroduced(page int) : List<Bill> in class com.sunlightlabs.congress.services.BillService,,,,,,,
"6c4bacdba377a0f4d48037d1d0c601555cc7da64;Rename Method;Rename Method	public fallbackTextUrl() : String renamed to public govtrackTextUrl() : String in class com.sunlightlabs.congress.models.Bill",,,,,,,,,
"6c4bacdba377a0f4d48037d1d0c601555cc7da64;Extract Method;Extract Method	public splitBillId(bill_id String) : String[] extracted from public formatCode(bill_id String) : String in class com.sunlightlabs.congress.models.Bill",,,,,,,,,
"6c4bacdba377a0f4d48037d1d0c601555cc7da64;Rename Method;Rename Method	protected voteFromAPI(json JSONObject) : Vote renamed to protected sunlightVoteFromAPI(json JSONObject) : Vote in class com.sunlightlabs.congress.services.BillService",,,,,,,,,
"6c4bacdba377a0f4d48037d1d0c601555cc7da64;Rename Method;Rename Method	protected actionFromAPI(json JSONObject) : Action renamed to protected actionFromSunlightAPI(json JSONObject) : Action in class com.sunlightlabs.congress.services.BillService",,,,,,,,,
"6c4bacdba377a0f4d48037d1d0c601555cc7da64;Extract Method;Extract Method	private sunlightBillsFor(url String) : List<Bill> extracted from public search(query String", params Map<String,String>, page int, per_page int) : List<Bill> in class com.sunlightlabs.congress.services.BillService,,,,,
"a1f7e8a34e34f64713cfb9c9b11842f5d1270898;Rename Method;Rename Method	protected fromProPublica(json JSONObject) : Legislator renamed to protected fromSunlight(json JSONObject) : Legislator in class com.sunlightlabs.congress.services.LegislatorService",,,,,,,,,
"395bd09e92d01ad7d6e9e1ec228cbfb9a4ff7c77;Move Source Folder;Move Source Folder	src to app/src/main/java",,,,,,,,,
"661701e2a144f21dbcc6a051d76c7276b7501042;Move Attribute;Move Attribute	public BASE_URL : String from class com.sunlightlabs.congress.models.District to class com.sunlightlabs.congress.services.DistrictService",,,,,,,,,
"661701e2a144f21dbcc6a051d76c7276b7501042;Move Method;Move Method	public urlForDistrict(state String", district String) : String from class com.sunlightlabs.congress.models.District to public urlForDistrict(state String, district String) : String from class com.sunlightlabs.congress.services.DistrictService,,,,,,,
"661701e2a144f21dbcc6a051d76c7276b7501042;Move Method;Move Method	public urlForState(state String) : String from class com.sunlightlabs.congress.models.District to public urlForState(state String) : String from class com.sunlightlabs.congress.services.DistrictService",,,,,,,,,
"661701e2a144f21dbcc6a051d76c7276b7501042;Move Method;Move Method	public urlForLegislator(legislator Legislator) : String from class com.sunlightlabs.congress.models.District to public urlForLegislator(legislator Legislator) : String from class com.sunlightlabs.congress.services.DistrictService",,,,,,,,,
"8864cb39af028c192c0b73e748cceb11f146172c;Move Attribute;Move Attribute	public BASE_URL : String from class com.sunlightlabs.congress.services.DistrictService to class com.sunlightlabs.congress.models.District",,,,,,,,,
"8864cb39af028c192c0b73e748cceb11f146172c;Move Method;Move Method	public urlForDistrict(state String", district String) : String from class com.sunlightlabs.congress.services.DistrictService to public urlForDistrict(state String, district String) : String from class com.sunlightlabs.congress.models.District,,,,,,,
"8864cb39af028c192c0b73e748cceb11f146172c;Move Method;Move Method	public urlForState(state String) : String from class com.sunlightlabs.congress.services.DistrictService to public urlForState(state String) : String from class com.sunlightlabs.congress.models.District",,,,,,,,,
"8864cb39af028c192c0b73e748cceb11f146172c;Move Method;Move Method	public urlForLegislator(legislator Legislator) : String from class com.sunlightlabs.congress.services.DistrictService to public urlForLegislator(legislator Legislator) : String from class com.sunlightlabs.congress.models.District",,,,,,,,,
"b11caf1595f2238e868c19b9a618f5a2ea101c03;Rename Method;Rename Method	public drawPolygon(multiPolygon MultiPolygon", map DistrictMapView) : void renamed to public drawDistrict(district District, map DistrictMapView) : void in class com.sunlightlabs.congress.models.District,,,,,,,
"00b77ac069f2e57d21cc5fdcda31d74a4c3f15e6;Rename Method;Rename Method	public visitWebsite() : void renamed to public visit(url String", social String) : void in class com.sunlightlabs.android.congress.fragments.LegislatorProfileFragment,,,,,,,,
"244eaeba0b2e14b7be35f5883d4d6e1895529b80;Rename Method;Rename Method	public event(activity FragmentActivity", category String, action String, label String) : void renamed to public reviewClick(activity Activity, market String) : void in class com.sunlightlabs.android.congress.utils.Analytics,,,,,
"0efc0bccf50566a7cf0a938e9290ecd2baac3723;Move Class;Move Class	com.sunlightlabs.android.congress.BillPager.BillLoaderFragment moved to com.sunlightlabs.android.congress.fragments.BillLoaderFragment",,,,,,,,,
"0efc0bccf50566a7cf0a938e9290ecd2baac3723;Move Class;Move Class	com.sunlightlabs.android.congress.LegislatorPager.LegislatorLoaderFragment moved to com.sunlightlabs.android.congress.fragments.LegislatorLoaderFragment",,,,,,,,,
"799de0c10321b2d78bf0af7b449e7bd89ce3fa21;Move Attribute;Move Attribute	private FRAGMENT_TAG : String from class com.sunlightlabs.android.congress.BillPager to class com.sunlightlabs.android.congress.BillPager.BillLoaderFragment",,,,,,,,,
"799de0c10321b2d78bf0af7b449e7bd89ce3fa21;Move Attribute;Move Attribute	private FRAGMENT_TAG : String from class com.sunlightlabs.android.congress.BillPager to class com.sunlightlabs.android.congress.BillPager.BillLoaderFragment",,,,,,,,,
"799de0c10321b2d78bf0af7b449e7bd89ce3fa21;Move Attribute;Move Attribute	private FRAGMENT_TAG : String from class com.sunlightlabs.android.congress.BillPager to class com.sunlightlabs.android.congress.LegislatorPager.LegislatorLoaderFragment",,,,,,,,,
"799de0c10321b2d78bf0af7b449e7bd89ce3fa21;Move Attribute;Move Attribute	private FRAGMENT_TAG : String from class com.sunlightlabs.android.congress.BillPager to class com.sunlightlabs.android.congress.BillPager.BillLoaderFragment",,,,,,,,,
"799de0c10321b2d78bf0af7b449e7bd89ce3fa21;Extract Method;Extract Method	public onLoadLegislator(legislator Legislator) : void extracted from protected onCreate(savedInstanceState Bundle) : void in class com.sunlightlabs.android.congress.LegislatorPager",,,,,,,,,
"7f6a847d8c8e2e982c809e2bce31772528363035;Move Attribute;Move Attribute	private bill_id : String from class com.sunlightlabs.android.congress.BillLoader to class com.sunlightlabs.android.congress.BillPager",,,,,,,,,
"7f6a847d8c8e2e982c809e2bce31772528363035;Extract Method;Extract Method	public onLoadBill(bill Bill) : void extracted from protected onCreate(savedInstanceState Bundle) : void in class com.sunlightlabs.android.congress.BillPager",,,,,,,,,
"2f8e879a242e8ab288842815881b051d77233026;Rename Class;Rename Class	com.sunlightlabs.android.congress.LegislatorCommittee renamed to com.sunlightlabs.android.congress.CommitteePager",,,,,,,,,
"b6424dd46c09ed8a8c2a4a94ccbd06caff3651cb;Rename Method;Rename Method	protected getCpuLock(context Context) : PowerManager.WakeLock renamed to private getLock(context Context) : PowerManager.WakeLock in class com.commonsware.cwac.wakeful.WakefulIntentService",,,,,,,,,
"b43a480ad539fcc079551546124e1fdd2dfe83e0;Rename Class;Rename Class	com.sunlightlabs.android.congress.notifications.subscribers.BillsLawsSubscriber renamed to com.sunlightlabs.android.congress.notifications.subscribers.BillsActiveSubscriber",,,,,,,,,
"b43a480ad539fcc079551546124e1fdd2dfe83e0;Rename Method;Rename Method	public forRecent() : BillListFragment renamed to public forAll() : BillListFragment in class com.sunlightlabs.android.congress.fragments.BillListFragment",,,,,,,,,
"b43a480ad539fcc079551546124e1fdd2dfe83e0;Rename Method;Rename Method	public forLaws() : BillListFragment renamed to public forActive() : BillListFragment in class com.sunlightlabs.android.congress.fragments.BillListFragment",,,,,,,,,
"2d36ae3ff7944422af623dce7c4619cd69adc986;Rename Method;Rename Method	public billThomas(activity FragmentActivity", billId String) : void renamed to public billText(activity FragmentActivity, billId String) : void in class com.sunlightlabs.android.congress.utils.Analytics,,,,,,,
"4669f10268e20084fc829301494dd956bc5e0260;Rename Method;Rename Method	protected fromRTC(json JSONObject) : Roll renamed to protected fromAPI(json JSONObject) : Roll in class com.sunlightlabs.congress.services.RollService",,,,,,,,,
"4669f10268e20084fc829301494dd956bc5e0260;Rename Method;Rename Method	protected voteFromRTC(voter_id String", json JSONObject) : Vote renamed to protected voteFromAPI(voter_id String, json JSONObject) : Vote in class com.sunlightlabs.congress.services.RollService,,,,,,,
"4669f10268e20084fc829301494dd956bc5e0260;Rename Method;Rename Method	protected voteFromRTC(voter_id String", vote_name String) : Vote renamed to protected voteFromAPI(voter_id String, vote_name String) : Vote in class com.sunlightlabs.congress.services.RollService,,,,,,,
"beab38b269a61fa9309adab21406e173aae74a8b;Inline Method;Inline Method	public billLoadIntent(billId String", code String) : Intent inlined to public billLoadIntent(billId String) : Intent in class com.sunlightlabs.android.congress.utils.Utils,,,,,,,,
"beab38b269a61fa9309adab21406e173aae74a8b;Rename Method;Rename Method	public formatCodeFrom(bill_type String", num int) : String renamed to public formatCode(bill_type String, number int) : String in class com.sunlightlabs.congress.models.Bill,,,,,,,
"37ba2debd48885f21a1b6c394ded28993aa017c7;Rename Method;Rename Method	public formatCodeShort(code String) : String renamed to public formatCodeFrom(bill_type String", num int) : String in class com.sunlightlabs.congress.models.Bill,,,,,,,,
"12f7acd68d6f74f50ca97f0d5b4c1917a6d0e09e;Rename Method;Rename Method	protected fromRTC(json JSONObject) : FloorUpdate renamed to protected fromAPI(json JSONObject) : FloorUpdate in class com.sunlightlabs.congress.services.FloorUpdateService",,,,,,,,,
"c8fe9971d154482c404f7b55581d6f92f6093e0a;Rename Method;Rename Method	public setupSunlight(fragment Fragment) : void renamed to public setupAPI(fragment Fragment) : void in class com.sunlightlabs.android.congress.utils.FragmentUtils",,,,,,,,,
"c8fe9971d154482c404f7b55581d6f92f6093e0a;Rename Method;Rename Method	public setupCongress(context Context) : void renamed to public setupAPI(context Context) : void in class com.sunlightlabs.android.congress.utils.Utils",,,,,,,,,
"9e10d5696796a2da73b93ce94138002e4ec3f610;Rename Method;Rename Method	protected fromRTC(json JSONObject) : Committee renamed to protected fromJSON(json JSONObject) : Committee in class com.sunlightlabs.congress.services.CommitteeService",,,,,,,,,
"9e10d5696796a2da73b93ce94138002e4ec3f610;Rename Method;Rename Method	private fromAPI(json JSONObject) : Hearing renamed to private fromJSON(json JSONObject) : Hearing in class com.sunlightlabs.congress.services.HearingService",,,,,,,,,
"31cb8cc1e055583fbf2a9e31e2f00e0ab9d1aa6c;Rename Method;Rename Method	private fromRTC(json JSONObject) : Hearing renamed to private fromAPI(json JSONObject) : Hearing in class com.sunlightlabs.congress.services.HearingService",,,,,,,,,
"58305723dfa0ff61c9c663eeb7292e8490f83137;Extract Method;Extract Method	public attachCustomVars(activity Activity", tracker GoogleAnalyticsTracker) : GoogleAnalyticsTracker extracted from public page(activity Activity, tracker GoogleAnalyticsTracker, page String, checkEntry boolean) : void in class com.sunlightlabs.android.congress.utils.Analytics,,,,,
"58305723dfa0ff61c9c663eeb7292e8490f83137;Extract Method;Extract Method	public attachCustomVars(activity Activity", tracker GoogleAnalyticsTracker) : GoogleAnalyticsTracker extracted from public event(activity Activity, tracker GoogleAnalyticsTracker, category String, action String, label String) : void in class com.sunlightlabs.android.congress.utils.Analytics,,,,
"808b2a6d04be2803147824670b2fa5abfedbe081;Rename Method;Rename Method	public shownThomas() : boolean renamed to public shownOnePager() : boolean in class com.sunlightlabs.android.congress.MenuMain",,,,,,,,,
"808b2a6d04be2803147824670b2fa5abfedbe081;Rename Method;Rename Method	public showThomas() : void renamed to public showOnePager() : void in class com.sunlightlabs.android.congress.MenuMain",,,,,,,,,
"151c25bc9a8e7aaf51cab550655511158e2a1084;Rename Class;Rename Class	com.sunlightlabs.android.congress.providers.LegislatorSuggestionsProvider renamed to com.sunlightlabs.android.congress.providers.SuggestionsProvider",,,,,,,,,
"8bf3cfae816f74f4420aa0d60dba8a495a2dd3e3;Inline Method;Inline Method	public displayLocated() : void inlined to public onLocated(latitude double", longitude double) : void in class com.sunlightlabs.android.congress.LegislatorSearch,,,,,,,,
"6773022be5afc7305fbb1925d37bd21396e252c5;Move Attribute;Move Attribute	public SEARCH_COMMITTEE : int from class com.sunlightlabs.android.congress.LegislatorList to class com.sunlightlabs.android.congress.fragments.LegislatorListFragment",,,,,,,,,
"6773022be5afc7305fbb1925d37bd21396e252c5;Move Attribute;Move Attribute	public SEARCH_COSPONSORS : int from class com.sunlightlabs.android.congress.LegislatorList to class com.sunlightlabs.android.congress.fragments.LegislatorListFragment",,,,,,,,,
"6773022be5afc7305fbb1925d37bd21396e252c5;Move Attribute;Move Attribute	package committeeId : String from class com.sunlightlabs.android.congress.LegislatorList to class com.sunlightlabs.android.congress.fragments.LegislatorListFragment",,,,,,,,,
"6773022be5afc7305fbb1925d37bd21396e252c5;Move Attribute;Move Attribute	package committeeName : String from class com.sunlightlabs.android.congress.LegislatorList to class com.sunlightlabs.android.congress.fragments.LegislatorListFragment",,,,,,,,,
"6773022be5afc7305fbb1925d37bd21396e252c5;Move Method;Move Method	public nameFor(legislator Legislator) : String from class com.sunlightlabs.android.congress.LegislatorList.LegislatorAdapter to public nameFor(legislator Legislator) : String from class com.sunlightlabs.android.congress.fragments.MenuLegislatorsFragment.FavoriteLegislatorsAdapter",,,,,,,,,
"6773022be5afc7305fbb1925d37bd21396e252c5;Move Method;Move Method	public positionFor(legislator Legislator) : String from class com.sunlightlabs.android.congress.LegislatorList.LegislatorAdapter to public positionFor(legislator Legislator) : String from class com.sunlightlabs.android.congress.fragments.MenuLegislatorsFragment.FavoriteLegislatorsAdapter",,,,,,,,,
"4cb19d31a407819a6cf4e04eccfcbb473b2b7c50;Move Attribute;Move Attribute	package loadPhotoTasks : Map<String",LoadPhotoTask> from class com.sunlightlabs.android.congress.MenuLegislators to class com.sunlightlabs.android.congress.fragments.LegislatorListFragment,,,,,,,,
"4cb19d31a407819a6cf4e04eccfcbb473b2b7c50;Move Attribute;Move Attribute	private loadPhotoTasks : Map<String",LoadPhotoTask> from class com.sunlightlabs.android.congress.MenuLegislators to class com.sunlightlabs.android.congress.fragments.MenuLegislatorsFragment,,,,,,,,
"4cb19d31a407819a6cf4e04eccfcbb473b2b7c50;Move Attribute;Move Attribute	private database : Database from class com.sunlightlabs.android.congress.MenuLegislators to class com.sunlightlabs.android.congress.fragments.MenuLegislatorsFragment",,,,,,,,,
"4cb19d31a407819a6cf4e04eccfcbb473b2b7c50;Move Attribute;Move Attribute	private cursor : Cursor from class com.sunlightlabs.android.congress.MenuLegislators to class com.sunlightlabs.android.congress.fragments.MenuLegislatorsFragment",,,,,,,,,
"4cb19d31a407819a6cf4e04eccfcbb473b2b7c50;Move Method;Move Method	protected onDestroy() : void from class com.sunlightlabs.android.congress.MenuLegislators to public onDestroy() : void from class com.sunlightlabs.android.congress.fragments.MenuLegislatorsFragment",,,,,,,,,
"4cb19d31a407819a6cf4e04eccfcbb473b2b7c50;Move Method;Move Method	protected onResume() : void from class com.sunlightlabs.android.congress.MenuLegislators to public onResume() : void from class com.sunlightlabs.android.congress.fragments.MenuLegislatorsFragment",,,,,,,,,
"4cb19d31a407819a6cf4e04eccfcbb473b2b7c50;Move Method;Move Method	public setupDatabase() : void from class com.sunlightlabs.android.congress.MenuLegislators to public setupDatabase() : void from class com.sunlightlabs.android.congress.fragments.MenuLegislatorsFragment",,,,,,,,,
"4cb19d31a407819a6cf4e04eccfcbb473b2b7c50;Move Method;Move Method	public loadPhoto(bioguide_id String", wrapper FavoriteLegislatorWrapper) : void from class com.sunlightlabs.android.congress.MenuLegislators to public loadPhoto(bioguide_id String) : void from class com.sunlightlabs.android.congress.fragments.MenuLegislatorsFragment,,,,,,,,
"aad887fb64ee5a21f3df8682a32e33b7012e7319;Rename Class;Rename Class	com.sunlightlabs.android.congress.CommitteeList renamed to com.sunlightlabs.android.congress.CommitteeMember",,,,,,,,,
"6252bd589735668f6a13ab8b42f13d82cb3dec0d;Extract Method;Extract Method	public menuSelected(item MenuItem) : void extracted from public onOptionsItemSelected(item MenuItem) : boolean in class com.sunlightlabs.android.congress.BillPager",,,,,,,,,
"6252bd589735668f6a13ab8b42f13d82cb3dec0d;Extract Method;Extract Method	public menuSelected(item MenuItem) : void extracted from public onOptionsItemSelected(item MenuItem) : boolean in class com.sunlightlabs.android.congress.LegislatorPager",,,,,,,,,
"6252bd589735668f6a13ab8b42f13d82cb3dec0d;Extract Method;Extract Method	public menuSelected(item MenuItem) : void extracted from public onOptionsItemSelected(item MenuItem) : boolean in class com.sunlightlabs.android.congress.MenuMain",,,,,,,,,
"6252bd589735668f6a13ab8b42f13d82cb3dec0d;Move Method;Move Method	public setTitle(activity Activity", title String) : void from class com.sunlightlabs.android.congress.utils.Utils to public setTitle(activity Activity, title String) : void from class com.sunlightlabs.android.congress.utils.ActionBarUtils,,,,,,,
"6252bd589735668f6a13ab8b42f13d82cb3dec0d;Move Method;Move Method	public setTitle(activity Activity", title int) : void from class com.sunlightlabs.android.congress.utils.Utils to public setTitle(activity Activity, title int) : void from class com.sunlightlabs.android.congress.utils.ActionBarUtils,,,,,,,
"6252bd589735668f6a13ab8b42f13d82cb3dec0d;Move Method;Move Method	public setTitle(activity Activity", title int, enableButton boolean) : void from class com.sunlightlabs.android.congress.utils.Utils to public setTitle(activity Activity, title int, enableButton boolean) : void from class com.sunlightlabs.android.congress.utils.ActionBarUtils,,,,,
"6252bd589735668f6a13ab8b42f13d82cb3dec0d;Move Method;Move Method	public setTitle(activity Activity", title String, enableButton boolean) : void from class com.sunlightlabs.android.congress.utils.Utils to public setTitle(activity Activity, title String, enableButton boolean) : void from class com.sunlightlabs.android.congress.utils.ActionBarUtils,,,,,
"6252bd589735668f6a13ab8b42f13d82cb3dec0d;Move Method;Move Method	public setTitleButton(activity Activity) : void from class com.sunlightlabs.android.congress.utils.Utils to public setTitleButton(activity Activity) : void from class com.sunlightlabs.android.congress.utils.ActionBarUtils",,,,,,,,,
"6252bd589735668f6a13ab8b42f13d82cb3dec0d;Move Method;Move Method	public setTitleSize(activity Activity", size float) : void from class com.sunlightlabs.android.congress.utils.Utils to public setTitleSize(activity Activity, size float) : void from class com.sunlightlabs.android.congress.utils.ActionBarUtils,,,,,,,
"6252bd589735668f6a13ab8b42f13d82cb3dec0d;Move Method;Move Method	public setActionButton(activity Activity", id int, icon int, listener View.OnClickListener) : void from class com.sunlightlabs.android.congress.utils.Utils to public setActionButton(activity Activity, id int, icon int, listener View.OnClickListener) : void from class com.sunlightlabs.android.congress.utils.ActionBarUtils,,,
"6252bd589735668f6a13ab8b42f13d82cb3dec0d;Move Method;Move Method	public setActionIcon(activity Activity", id int, icon int) : void from class com.sunlightlabs.android.congress.utils.Utils to public setActionIcon(activity Activity, id int, icon int) : void from class com.sunlightlabs.android.congress.utils.ActionBarUtils,,,,,
"ab46cd662f01519671d1e35ce8d2757ba173cac0;Extract Interface;Extract Interface	com.sunlightlabs.android.congress.utils.DateAdapterHelper.StickyHeader from classes [com.sunlightlabs.android.congress.fragments.BillActionFragment", com.sunlightlabs.android.congress.fragments.FloorUpdateFragment],,,,,,,,
"ab46cd662f01519671d1e35ce8d2757ba173cac0;Rename Method;Rename Method	public shortDateThisYear(subject Date) : String renamed to public fullDateThisYear(subject Date) : String in class com.sunlightlabs.android.congress.utils.Utils",,,,,,,,,
"9f828d555b41c3e1241811d65d071b6b370d3c69;Move Class;Move Class	com.sunlightlabs.android.congress.notifications.PaginationListener moved to com.sunlightlabs.android.congress.utils.PaginationListener",,,,,,,,,
"ee85ceb4837bfba9935d7e93cdb5578e4ecf6344;Rename Class;Rename Class	com.sunlightlabs.android.congress.notifications.PaginationAdapter renamed to com.sunlightlabs.android.congress.notifications.PaginationListener",,,,,,,,,
"6944c48efc815f713bc3762336b6f11e7aff69a5;Move Attribute;Move Attribute	private page : int from class com.sunlightlabs.android.congress.fragments.BillListFragment to class com.sunlightlabs.android.congress.notifications.PaginationAdapter",,,,,,,,,
"6944c48efc815f713bc3762336b6f11e7aff69a5;Move Attribute;Move Attribute	private page : int from class com.sunlightlabs.android.congress.fragments.BillListFragment to class com.sunlightlabs.android.congress.notifications.PaginationAdapter",,,,,,,,,
"6944c48efc815f713bc3762336b6f11e7aff69a5;Move Attribute;Move Attribute	private page : int from class com.sunlightlabs.android.congress.fragments.BillListFragment to class com.sunlightlabs.android.congress.notifications.PaginationAdapter",,,,,,,,,
"46058fce332fb897aa5e725d6e379acc53ead8bc;Extract Interface;Extract Interface	com.sunlightlabs.android.congress.notifications.PaginationAdapter.Paginates from classes [com.sunlightlabs.android.congress.fragments.BillListFragment]",,,,,,,,,
"cb49feddb4e0cdcc5848d66efafcc6d129ddbf36;Move Class;Move Class	com.sunlightlabs.android.congress.fragments.BillActionFragment.BillActionAdapter.DateWrapper moved to com.sunlightlabs.android.congress.utils.DateAdapterHelper.DateWrapper",,,,,,,,,
"cb49feddb4e0cdcc5848d66efafcc6d129ddbf36;Move Class;Move Class	com.sunlightlabs.android.congress.fragments.BillActionFragment.BillActionAdapter.ContentWrapper moved to com.sunlightlabs.android.congress.utils.DateAdapterHelper.ContentWrapper",,,,,,,,,
"cb49feddb4e0cdcc5848d66efafcc6d129ddbf36;Extract Superclass;Extract Superclass	com.sunlightlabs.android.congress.utils.DateAdapterHelper from classes [com.sunlightlabs.android.congress.fragments.BillActionFragment.BillActionAdapter", com.sunlightlabs.android.congress.fragments.FloorUpdateFragment.FloorUpdateAdapter],,,,,,,,
"cb49feddb4e0cdcc5848d66efafcc6d129ddbf36;Pull Up Method;Pull Up Method	public dateView(wrapper DateWrapper) : View from class com.sunlightlabs.android.congress.fragments.BillActionFragment.BillActionAdapter to public dateView(wrapper DateWrapper) : View from class com.sunlightlabs.android.congress.utils.DateAdapterHelper",,,,,,,,,
"cb49feddb4e0cdcc5848d66efafcc6d129ddbf36;Pull Up Attribute;Pull Up Attribute	public resources : Resources from class com.sunlightlabs.android.congress.fragments.BillActionFragment.BillActionAdapter to class com.sunlightlabs.android.congress.utils.DateAdapterHelper",,,,,,,,,
"cb49feddb4e0cdcc5848d66efafcc6d129ddbf36;Pull Up Attribute;Pull Up Attribute	public inflater : LayoutInflater from class com.sunlightlabs.android.congress.fragments.BillActionFragment.BillActionAdapter to class com.sunlightlabs.android.congress.utils.DateAdapterHelper",,,,,,,,,
"cb49feddb4e0cdcc5848d66efafcc6d129ddbf36;Pull Up Attribute;Pull Up Attribute	public resources : Resources from class com.sunlightlabs.android.congress.fragments.FloorUpdateFragment.FloorUpdateAdapter to class com.sunlightlabs.android.congress.utils.DateAdapterHelper",,,,,,,,,
