CommitId;RefactoringType;RefactoringDetail,,,,,,,,,
"cb49feddb4e0cdcc5848d66efafcc6d129ddbf36;Pull Up Attribute;Pull Up Attribute	public inflater : LayoutInflater from class com.sunlightlabs.android.congress.fragments.FloorUpdateFragment.FloorUpdateAdapter to class com.sunlightlabs.android.congress.utils.DateAdapterHelper",,,,,,,,,
"cb49feddb4e0cdcc5848d66efafcc6d129ddbf36;Move Method;Move Method	public isEnabled(position int) : boolean from class com.sunlightlabs.android.congress.fragments.BillActionFragment.BillActionAdapter to public isEnabled(position int) : boolean from class com.sunlightlabs.android.congress.utils.DateAdapterHelper.DateAdapter",,,,,,,,,
"cb49feddb4e0cdcc5848d66efafcc6d129ddbf36;Move Method;Move Method	public areAllItemsEnabled() : boolean from class com.sunlightlabs.android.congress.fragments.BillActionFragment.BillActionAdapter to public areAllItemsEnabled() : boolean from class com.sunlightlabs.android.congress.utils.DateAdapterHelper.DateAdapter",,,,,,,,,
"cb49feddb4e0cdcc5848d66efafcc6d129ddbf36;Move Method;Move Method	public getViewTypeCount() : int from class com.sunlightlabs.android.congress.fragments.BillActionFragment.BillActionAdapter to public getViewTypeCount() : int from class com.sunlightlabs.android.congress.utils.DateAdapterHelper.DateAdapter",,,,,,,,,
"cb49feddb4e0cdcc5848d66efafcc6d129ddbf36;Move Method;Move Method	public getView(position int", view View, parent ViewGroup) : View from class com.sunlightlabs.android.congress.fragments.BillActionFragment.BillActionAdapter to public getView(position int, view View, parent ViewGroup) : View from class com.sunlightlabs.android.congress.utils.DateAdapterHelper.DateAdapter,,,,,
"cb49feddb4e0cdcc5848d66efafcc6d129ddbf36;Move Method;Move Method	public isEnabled(position int) : boolean from class com.sunlightlabs.android.congress.fragments.FloorUpdateFragment.FloorUpdateAdapter to public isEnabled(position int) : boolean from class com.sunlightlabs.android.congress.utils.DateAdapterHelper.DateAdapter",,,,,,,,,
"cb49feddb4e0cdcc5848d66efafcc6d129ddbf36;Move Method;Move Method	public areAllItemsEnabled() : boolean from class com.sunlightlabs.android.congress.fragments.FloorUpdateFragment.FloorUpdateAdapter to public areAllItemsEnabled() : boolean from class com.sunlightlabs.android.congress.utils.DateAdapterHelper.DateAdapter",,,,,,,,,
"db44f4e932dbbdd395c3f41dfa9ab179a5403aab;Extract Method;Extract Method	public contentView(wrapper ContentWrapper) : View extracted from public getView(position int", view View, parent ViewGroup) : View in class com.sunlightlabs.android.congress.fragments.BillActionFragment.BillActionAdapter,,,,,,,
"ba43a1494810a9d3ac21830fb22d0523cd688302;Rename Method;Rename Method	public upcomingDate(subject Date) : String renamed to public nearbyDate(subject Date) : String in class com.sunlightlabs.android.congress.utils.Utils",,,,,,,,,
"b910e39b3d1bdcd1c9e879dca17f1fb7e8bd34b3;Move Class;Move Class	com.sunlightlabs.android.congress.AlertFragment moved to com.sunlightlabs.android.congress.fragments.AlertFragment",,,,,,,,,
"967e9591ae009d19bc5a42fe534b9bb70e9501c6;Move Class;Move Class	com.sunlightlabs.android.congress.RollList.RollAdapter.ViewHolder moved to com.sunlightlabs.android.congress.fragments.RollListFragment.RollAdapter.ViewHolder",,,,,,,,,
"30e82d9c60963a77998264574a26ab378d05194f;Move Class;Move Class	com.sunlightlabs.android.congress.MenuBills.FavoriteBillsAdapter moved to com.sunlightlabs.android.congress.fragments.MenuBillsFragment.FavoriteBillsAdapter",,,,,,,,,
"30e82d9c60963a77998264574a26ab378d05194f;Move Attribute;Move Attribute	public BILLS_LAW : int from class com.sunlightlabs.android.congress.MenuBills to class com.sunlightlabs.android.congress.fragments.BillListFragment",,,,,,,,,
"30e82d9c60963a77998264574a26ab378d05194f;Move Attribute;Move Attribute	public BILLS_RECENT : int from class com.sunlightlabs.android.congress.MenuBills to class com.sunlightlabs.android.congress.fragments.BillListFragment",,,,,,,,,
"30e82d9c60963a77998264574a26ab378d05194f;Move Attribute;Move Attribute	private database : Database from class com.sunlightlabs.android.congress.MenuBills to class com.sunlightlabs.android.congress.fragments.MenuBillsFragment",,,,,,,,,
"30e82d9c60963a77998264574a26ab378d05194f;Move Attribute;Move Attribute	private cursor : Cursor from class com.sunlightlabs.android.congress.MenuBills to class com.sunlightlabs.android.congress.fragments.MenuBillsFragment",,,,,,,,,
"30e82d9c60963a77998264574a26ab378d05194f;Move Attribute;Move Attribute	private searchField : EditText from class com.sunlightlabs.android.congress.MenuBills to class com.sunlightlabs.android.congress.fragments.MenuBillsFragment",,,,,,,,,
"30e82d9c60963a77998264574a26ab378d05194f;Move Method;Move Method	protected onResume() : void from class com.sunlightlabs.android.congress.MenuBills to public onResume() : void from class com.sunlightlabs.android.congress.fragments.MenuBillsFragment",,,,,,,,,
"30e82d9c60963a77998264574a26ab378d05194f;Move Method;Move Method	protected onDestroy() : void from class com.sunlightlabs.android.congress.MenuBills to public onDestroy() : void from class com.sunlightlabs.android.congress.fragments.MenuBillsFragment",,,,,,,,,
"30e82d9c60963a77998264574a26ab378d05194f;Move Method;Move Method	private search() : void from class com.sunlightlabs.android.congress.MenuBills to private search() : void from class com.sunlightlabs.android.congress.fragments.MenuBillsFragment",,,,,,,,,
"30e82d9c60963a77998264574a26ab378d05194f;Move Method;Move Method	public setupDatabase() : void from class com.sunlightlabs.android.congress.MenuBills to public setupDatabase() : void from class com.sunlightlabs.android.congress.fragments.MenuBillsFragment",,,,,,,,,
"30e82d9c60963a77998264574a26ab378d05194f;Move Method;Move Method	public searchFor(query String) : void from class com.sunlightlabs.android.congress.MenuBills to public searchFor(query String) : void from class com.sunlightlabs.android.congress.fragments.MenuBillsFragment",,,,,,,,,
"37021ff2470b923aec99cfc864c3e8320aac7951;Extract Method;Extract Method	public setTitle(activity Activity", title String, enableButton boolean) : void extracted from public setTitle(activity Activity, title String) : void in class com.sunlightlabs.android.congress.utils.Utils,,,,,,
"68f3a1376e98e92a012261a5fde35cc280106852;Extract Method;Extract Method	public loadUpcoming() : void extracted from public onCreate(savedInstanceState Bundle) : void in class com.sunlightlabs.android.congress.fragments.UpcomingFragment",,,,,,,,,
"a90af98f2e00f8490ffa1f3410dd8755edd72152;Move Class;Move Class	com.sunlightlabs.android.congress.BillVotes.BillVoteAdapter moved to com.sunlightlabs.android.congress.fragments.BillVoteFragment.BillVoteAdapter",,,,,,,,,
"a90af98f2e00f8490ffa1f3410dd8755edd72152;Rename Class;Rename Class	com.sunlightlabs.android.congress.BillHistory renamed to com.sunlightlabs.android.congress.fragments.BillActionFragment",,,,,,,,,
"a90af98f2e00f8490ffa1f3410dd8755edd72152;Rename Class;Rename Class	com.sunlightlabs.android.congress.BillInfo renamed to com.sunlightlabs.android.congress.fragments.BillInfoFragment",,,,,,,,,
"a90af98f2e00f8490ffa1f3410dd8755edd72152;Inline Method;Inline Method	public addFavoriteLegislator(activity Activity", tracker GoogleAnalyticsTracker, bioguideId String) : void inlined to public addFavoriteLegislator(activity FragmentActivity, bioguideId String) : void in class com.sunlightlabs.android.congress.utils.Analytics,,,,,,
"a90af98f2e00f8490ffa1f3410dd8755edd72152;Inline Method;Inline Method	public removeFavoriteLegislator(activity Activity", tracker GoogleAnalyticsTracker, bioguideId String) : void inlined to public removeFavoriteLegislator(activity FragmentActivity, bioguideId String) : void in class com.sunlightlabs.android.congress.utils.Analytics,,,,,,
"a90af98f2e00f8490ffa1f3410dd8755edd72152;Rename Method;Rename Method	public legislatorTabsIntent() : Intent renamed to public legislatorPagerIntent() : Intent in class com.sunlightlabs.android.congress.utils.Utils",,,,,,,,,
"a90af98f2e00f8490ffa1f3410dd8755edd72152;Rename Method;Rename Method	public billTabsIntent() : Intent renamed to public billPagerIntent() : Intent in class com.sunlightlabs.android.congress.utils.Utils",,,,,,,,,
"a90af98f2e00f8490ffa1f3410dd8755edd72152;Move Method;Move Method	public onOptionsItemSelected(item MenuItem) : boolean from class com.sunlightlabs.android.congress.fragments.LegislatorProfileFragment to public onOptionsItemSelected(item MenuItem) : boolean from class com.sunlightlabs.android.congress.LegislatorPager",,,,,,,,,
"db01d6fd6e6ad95768b85d0bc9824d08d2d49205;Move Class;Move Class	com.sunlightlabs.android.congress.CommitteePager.CommitteeListFragment moved to com.sunlightlabs.android.congress.fragments.CommitteeListFragment",,,,,,,,,
"db01d6fd6e6ad95768b85d0bc9824d08d2d49205;Move Class;Move Class	com.sunlightlabs.android.congress.FloorUpdatePager.FloorUpdateFragment moved to com.sunlightlabs.android.congress.fragments.FloorUpdateFragment",,,,,,,,,
"db01d6fd6e6ad95768b85d0bc9824d08d2d49205;Move Class;Move Class	com.sunlightlabs.android.congress.LegislatorTwitter.TweetAdapter moved to com.sunlightlabs.android.congress.fragments.TweetsFragment.TweetAdapter",,,,,,,,,
"db01d6fd6e6ad95768b85d0bc9824d08d2d49205;Move Class;Move Class	com.sunlightlabs.android.congress.LegislatorYouTube.VideoAdapter moved to com.sunlightlabs.android.congress.fragments.YouTubeFragment.VideoAdapter",,,,,,,,,
"db01d6fd6e6ad95768b85d0bc9824d08d2d49205;Move Class;Move Class	com.sunlightlabs.android.congress.MenuMain.UpcomingFragment moved to com.sunlightlabs.android.congress.fragments.UpcomingFragment",,,,,,,,,
"db01d6fd6e6ad95768b85d0bc9824d08d2d49205;Move Class;Move Class	com.sunlightlabs.android.congress.NewsList.NewsAdapter moved to com.sunlightlabs.android.congress.fragments.NewsListFragment.NewsAdapter",,,,,,,,,
"db01d6fd6e6ad95768b85d0bc9824d08d2d49205;Move Attribute;Move Attribute	public NEWS_SEARCH_REGEX : Pattern from class com.sunlightlabs.android.congress.BillTabs to class com.sunlightlabs.congress.models.Bill",,,,,,,,,
"db01d6fd6e6ad95768b85d0bc9824d08d2d49205;Extract Superclass;Extract Superclass	com.sunlightlabs.android.congress.fragments.UpcomingFragment.UpcomingAdapter.Item from classes [com.sunlightlabs.android.congress.fragments.UpcomingFragment.UpcomingAdapter.Date", com.sunlightlabs.android.congress.fragments.UpcomingFragment.UpcomingAdapter.Bill],,,,,,,,
"db01d6fd6e6ad95768b85d0bc9824d08d2d49205;Move Attribute;Move Attribute	public NEWS_SEARCH_REGEX : Pattern from class com.sunlightlabs.android.congress.BillTabs to class com.sunlightlabs.congress.models.Bill",,,,,,,,,
"db01d6fd6e6ad95768b85d0bc9824d08d2d49205;Move Attribute;Move Attribute	public NEWS_SEARCH_REGEX : Pattern from class com.sunlightlabs.android.congress.BillTabs to class com.sunlightlabs.congress.models.Bill",,,,,,,,,
"db01d6fd6e6ad95768b85d0bc9824d08d2d49205;Move Method;Move Method	private searchTermFor(bill Bill) : String from class com.sunlightlabs.android.congress.BillTabs to public searchTermFor(bill Bill) : String from class com.sunlightlabs.congress.models.Bill",,,,,,,,,
"db01d6fd6e6ad95768b85d0bc9824d08d2d49205;Move Method;Move Method	private searchTermFor(legislator Legislator) : String from class com.sunlightlabs.android.congress.LegislatorTabs to public searchTermFor(legislator Legislator) : String from class com.sunlightlabs.congress.models.Legislator",,,,,,,,,
"d107cff2a4b2c2373a33843486cc759d1c4eaac1;Rename Class;Rename Class	com.sunlightlabs.android.congress.CommitteeList renamed to com.sunlightlabs.android.congress.CommitteePager",,,,,,,,,
"d072faf1f3c35ef6f845fcae0e0e9af8ad374892;Rename Class;Rename Class	com.sunlightlabs.android.congress.FloorUpdateList renamed to com.sunlightlabs.android.congress.FloorUpdatePager",,,,,,,,,
"3af0d99e4f94f21be8b37dcd7acde5c42d340eb0;Move Class;Move Class	com.sunlightlabs.android.congress.FloorUpdateList.FloorUpdateAdapter.UpdateWrapper moved to com.sunlightlabs.android.congress.FloorUpdateList.FloorUpdateFragment.FloorUpdateAdapter.UpdateWrapper",,,,,,,,,
"3af0d99e4f94f21be8b37dcd7acde5c42d340eb0;Move Attribute;Move Attribute	public PER_PAGE : int from class com.sunlightlabs.android.congress.FloorUpdateList to class com.sunlightlabs.android.congress.FloorUpdateList.FloorUpdateFragment",,,,,,,,,
"3af0d99e4f94f21be8b37dcd7acde5c42d340eb0;Move Attribute;Move Attribute	private chamber : String from class com.sunlightlabs.android.congress.FloorUpdateList to class com.sunlightlabs.android.congress.FloorUpdateList.FloorUpdateFragment",,,,,,,,,
"3af0d99e4f94f21be8b37dcd7acde5c42d340eb0;Move Attribute;Move Attribute	private updates : List<FloorUpdate> from class com.sunlightlabs.android.congress.FloorUpdateList to class com.sunlightlabs.android.congress.FloorUpdateList.FloorUpdateFragment",,,,,,,,,
"3af0d99e4f94f21be8b37dcd7acde5c42d340eb0;Move Method;Move Method	private setupControls() : void from class com.sunlightlabs.android.congress.FloorUpdateList to public setupControls() : void from class com.sunlightlabs.android.congress.FloorUpdateList.FloorUpdateFragment",,,,,,,,,
"3af0d99e4f94f21be8b37dcd7acde5c42d340eb0;Move Method;Move Method	private refresh() : void from class com.sunlightlabs.android.congress.FloorUpdateList to private refresh() : void from class com.sunlightlabs.android.congress.FloorUpdateList.FloorUpdateFragment",,,,,,,,,
"3af0d99e4f94f21be8b37dcd7acde5c42d340eb0;Move Method;Move Method	public onLoadUpdates(updates List<FloorUpdate>) : void from class com.sunlightlabs.android.congress.FloorUpdateList to public onLoadUpdates(updates List<FloorUpdate>) : void from class com.sunlightlabs.android.congress.FloorUpdateList.FloorUpdateFragment",,,,,,,,,
"3af0d99e4f94f21be8b37dcd7acde5c42d340eb0;Move Method;Move Method	public displayUpdates() : void from class com.sunlightlabs.android.congress.FloorUpdateList to public displayUpdates() : void from class com.sunlightlabs.android.congress.FloorUpdateList.FloorUpdateFragment",,,,,,,,,
"bcaba0f9a9f10abcfb5a52d553c9291b2479d3bc;Move Class;Move Class	com.sunlightlabs.android.congress.CommitteeList.TitlePageAdapter.TitlePageListener moved to com.sunlightlabs.android.congress.utils.TitlePageAdapter.TitlePageListener",,,,,,,,,
"bcaba0f9a9f10abcfb5a52d553c9291b2479d3bc;Move Attribute;Move Attribute	private pager : ViewPager from class com.sunlightlabs.android.congress.CommitteeList to class com.sunlightlabs.android.congress.utils.TitlePageAdapter",,,,,,,,,
"bcaba0f9a9f10abcfb5a52d553c9291b2479d3bc;Inline Method;Inline Method	private setupControls() : void inlined to protected onCreate(savedInstanceState Bundle) : void in class com.sunlightlabs.android.congress.CommitteeList",,,,,,,,,
"632a348ac8648ae84e80ee8b8147f4cd992d525b;Move Attribute;Move Attribute	private chamber : String from class com.sunlightlabs.android.congress.CommitteeList to class com.sunlightlabs.android.congress.CommitteeList.CommitteeListFragment",,,,,,,,,
"632a348ac8648ae84e80ee8b8147f4cd992d525b;Move Attribute;Move Attribute	private chamber : String from class com.sunlightlabs.android.congress.CommitteeList to class com.sunlightlabs.android.congress.CommitteeList.CommitteeListFragment",,,,,,,,,
"632a348ac8648ae84e80ee8b8147f4cd992d525b;Move Attribute;Move Attribute	private chamber : String from class com.sunlightlabs.android.congress.CommitteeList to class com.sunlightlabs.android.congress.CommitteeList.CommitteeListFragment",,,,,,,,,
"d01e8fdcf3e618d75aea01ca420ddc5b660a4c56;Extract Method;Extract Method	public truncate(text String", length int, ellipses boolean) : String extracted from public truncate(text String, length int) : String in class com.sunlightlabs.android.congress.utils.Utils,,,,,,
"3575c2d8c3f844c2d648e0edd003bbc1edee4a27;Extract Method;Extract Method	private setupFragments() : void extracted from protected onCreate(savedInstanceState Bundle) : void in class com.sunlightlabs.android.congress.CommitteeList",,,,,,,,,
"0918164ad2a3d8846991935ee8615febe8a6a5db;Move Class;Move Class	com.sunlightlabs.android.congress.fragments.CommitteeListFragment moved to com.sunlightlabs.android.congress.CommitteeList.CommitteeListFragment",,,,,,,,,
"cf2182afaea90995042a8e0abe9511ca6e4de085;Move Class;Move Class	com.sunlightlabs.android.congress.CommitteeList.CommitteeListFragment.CommitteeAdapter moved to com.sunlightlabs.android.congress.fragments.CommitteeListFragment.CommitteeAdapter",,,,,,,,,
"cf2182afaea90995042a8e0abe9511ca6e4de085;Move Attribute;Move Attribute	private avatar : Drawable from class com.sunlightlabs.android.congress.LegislatorProfile to class com.sunlightlabs.android.congress.LegislatorProfile.LegislatorFragment",,,,,,,,,
"cf2182afaea90995042a8e0abe9511ca6e4de085;Move Attribute;Move Attribute	private committees : List<Committee> from class com.sunlightlabs.android.congress.LegislatorProfile to class com.sunlightlabs.android.congress.fragments.CommitteeListFragment",,,,,,,,,
"cf2182afaea90995042a8e0abe9511ca6e4de085;Move Attribute;Move Attribute	private chamber : String from class com.sunlightlabs.android.congress.CommitteeList.CommitteeListFragment to class com.sunlightlabs.android.congress.CommitteeList",,,,,,,,,
"cf2182afaea90995042a8e0abe9511ca6e4de085;Extract Method;Extract Method	public event(activity FragmentActivity", category String, action String, label String) : void extracted from public legislatorCall(activity Activity, tracker GoogleAnalyticsTracker, bioguideId String) : void in class com.sunlightlabs.android.congress.utils.Analytics,,,,
"cf2182afaea90995042a8e0abe9511ca6e4de085;Extract Method;Extract Method	public event(activity FragmentActivity", category String, action String, label String) : void extracted from public legislatorWebsite(activity Activity, tracker GoogleAnalyticsTracker, bioguideId String) : void in class com.sunlightlabs.android.congress.utils.Analytics,,,,
"cf2182afaea90995042a8e0abe9511ca6e4de085;Extract Method;Extract Method	public event(activity FragmentActivity", category String, action String, label String) : void extracted from public legislatorDistrict(activity Activity, tracker GoogleAnalyticsTracker, bioguideId String) : void in class com.sunlightlabs.android.congress.utils.Analytics,,,,
"cf2182afaea90995042a8e0abe9511ca6e4de085;Move Method;Move Method	protected onListItemClick(l ListView", v View, position int, id long) : void from class com.sunlightlabs.android.congress.LegislatorProfile to public onListItemClick(l ListView, v View, position int, id long) : void from class com.sunlightlabs.android.congress.LegislatorProfile.LegislatorFragment,,,
"cf2182afaea90995042a8e0abe9511ca6e4de085;Move Method;Move Method	public callOffice() : void from class com.sunlightlabs.android.congress.LegislatorProfile to public callOffice() : void from class com.sunlightlabs.android.congress.LegislatorProfile.LegislatorFragment",,,,,,,,,
"cf2182afaea90995042a8e0abe9511ca6e4de085;Move Method;Move Method	public visitWebsite() : void from class com.sunlightlabs.android.congress.LegislatorProfile to public visitWebsite() : void from class com.sunlightlabs.android.congress.LegislatorProfile.LegislatorFragment",,,,,,,,,
"cf2182afaea90995042a8e0abe9511ca6e4de085;Move Method;Move Method	public districtMap() : void from class com.sunlightlabs.android.congress.LegislatorProfile to public districtMap() : void from class com.sunlightlabs.android.congress.LegislatorProfile.LegislatorFragment",,,,,,,,,
"cf2182afaea90995042a8e0abe9511ca6e4de085;Move Method;Move Method	public setupControls() : void from class com.sunlightlabs.android.congress.LegislatorProfile to public setupControls() : void from class com.sunlightlabs.android.congress.LegislatorProfile.LegislatorFragment",,,,,,,,,
"cf2182afaea90995042a8e0abe9511ca6e4de085;Move Method;Move Method	public onOptionsItemSelected(item MenuItem) : boolean from class com.sunlightlabs.android.congress.LegislatorProfile to public onOptionsItemSelected(item MenuItem) : boolean from class com.sunlightlabs.android.congress.LegislatorProfile.LegislatorFragment",,,,,,,,,
"cf2182afaea90995042a8e0abe9511ca6e4de085;Move Method;Move Method	public partyName(code String) : String from class com.sunlightlabs.android.congress.LegislatorProfile to public partyName(code String) : String from class com.sunlightlabs.android.congress.LegislatorProfile.LegislatorFragment",,,,,,,,,
"cf2182afaea90995042a8e0abe9511ca6e4de085;Move Method;Move Method	public domainName(domain String) : String from class com.sunlightlabs.android.congress.LegislatorProfile to public domainName(domain String) : String from class com.sunlightlabs.android.congress.LegislatorProfile.LegislatorFragment",,,,,,,,,
"cf2182afaea90995042a8e0abe9511ca6e4de085;Move Method;Move Method	public pronoun(gender String) : String from class com.sunlightlabs.android.congress.LegislatorProfile to public pronoun(gender String) : String from class com.sunlightlabs.android.congress.LegislatorProfile.LegislatorFragment",,,,,,,,,
"cf2182afaea90995042a8e0abe9511ca6e4de085;Move Method;Move Method	public officeName(office String) : String from class com.sunlightlabs.android.congress.LegislatorProfile to public officeName(office String) : String from class com.sunlightlabs.android.congress.LegislatorProfile.LegislatorFragment",,,,,,,,,
"9319d9b4c36716a0b2ab9a64ecdb02a89d452274;Move Class;Move Class	com.sunlightlabs.android.congress.CommitteeList.ViewHolder moved to com.sunlightlabs.android.congress.CommitteeList.CommitteeListFragment.CommitteeAdapter.ViewHolder",,,,,,,,,
"9319d9b4c36716a0b2ab9a64ecdb02a89d452274;Move Class;Move Class	com.sunlightlabs.android.congress.CommitteeList.CommitteeAdapter moved to com.sunlightlabs.android.congress.CommitteeList.CommitteeListFragment.CommitteeAdapter",,,,,,,,,
"9319d9b4c36716a0b2ab9a64ecdb02a89d452274;Move Attribute;Move Attribute	private committees : List<Committee> from class com.sunlightlabs.android.congress.CommitteeList to class com.sunlightlabs.android.congress.CommitteeList.CommitteeListFragment",,,,,,,,,
"9319d9b4c36716a0b2ab9a64ecdb02a89d452274;Move Attribute;Move Attribute	private chamber : String from class com.sunlightlabs.android.congress.CommitteeList to class com.sunlightlabs.android.congress.CommitteeList.CommitteeListFragment",,,,,,,,,
"9319d9b4c36716a0b2ab9a64ecdb02a89d452274;Move Attribute;Move Attribute	private loadCommitteesTask : LoadCommitteesTask from class com.sunlightlabs.android.congress.CommitteeList to class com.sunlightlabs.android.congress.CommitteeList.CommitteeListFragment",,,,,,,,,
"9319d9b4c36716a0b2ab9a64ecdb02a89d452274;Move Method;Move Method	protected onListItemClick(parent ListView", v View, position int, id long) : void from class com.sunlightlabs.android.congress.CommitteeList to public onListItemClick(parent ListView, v View, position int, id long) : void from class com.sunlightlabs.android.congress.CommitteeList.CommitteeListFragment,,,
"9319d9b4c36716a0b2ab9a64ecdb02a89d452274;Move Method;Move Method	private selectCommittee(committee Committee) : void from class com.sunlightlabs.android.congress.CommitteeList to private selectCommittee(committee Committee) : void from class com.sunlightlabs.android.congress.CommitteeList.CommitteeListFragment",,,,,,,,,
"9319d9b4c36716a0b2ab9a64ecdb02a89d452274;Move Method;Move Method	public loadCommittees() : void from class com.sunlightlabs.android.congress.CommitteeList to public loadCommittees() : void from class com.sunlightlabs.android.congress.CommitteeList.CommitteeListFragment",,,,,,,,,
"9319d9b4c36716a0b2ab9a64ecdb02a89d452274;Move Method;Move Method	public onLoadCommittees(committees List<Committee>) : void from class com.sunlightlabs.android.congress.CommitteeList to public onLoadCommittees(committees List<Committee>) : void from class com.sunlightlabs.android.congress.CommitteeList.CommitteeListFragment",,,,,,,,,
"9319d9b4c36716a0b2ab9a64ecdb02a89d452274;Move Method;Move Method	public displayCommittees() : void from class com.sunlightlabs.android.congress.CommitteeList to public displayCommittees() : void from class com.sunlightlabs.android.congress.CommitteeList.CommitteeListFragment",,,,,,,,,
"9319d9b4c36716a0b2ab9a64ecdb02a89d452274;Move Method;Move Method	public alertDialog(activity FragmentActivity", type int) : void from class com.sunlightlabs.android.congress.utils.Utils to public alertDialog(activity FragmentActivity, type int) : void from class com.sunlightlabs.android.congress.utils.FragmentUtils,,,,,,,
"97610ad1fc003955df5564a1e1b73130a803d171;Move Attribute;Move Attribute	public FIRST : int from class com.sunlightlabs.android.congress.MenuMain to class com.sunlightlabs.android.congress.AlertFragment",,,,,,,,,
"97610ad1fc003955df5564a1e1b73130a803d171;Move Attribute;Move Attribute	public FIRST : int from class com.sunlightlabs.android.congress.MenuMain to class com.sunlightlabs.android.congress.AlertFragment",,,,,,,,,
"97610ad1fc003955df5564a1e1b73130a803d171;Move Attribute;Move Attribute	public FIRST : int from class com.sunlightlabs.android.congress.MenuMain to class com.sunlightlabs.android.congress.AlertFragment",,,,,,,,,
"97610ad1fc003955df5564a1e1b73130a803d171;Rename Method;Rename Method	public aboutDialog(inflater LayoutInflater) : Dialog renamed to public about(inflater LayoutInflater) : Dialog in class com.sunlightlabs.android.congress.AlertFragment",,,,,,,,,
"97610ad1fc003955df5564a1e1b73130a803d171;Inline Method;Inline Method	private donationPage() : void inlined to public goDonate() : void in class com.sunlightlabs.android.congress.MenuMain",,,,,,,,,
"8b285a637c8625bb986d71e34fb5ca105a7442ef;Move Attribute;Move Attribute	public CHANGELOG : int from class com.sunlightlabs.android.congress.MenuMain to class com.sunlightlabs.android.congress.AlertFragment",,,,,,,,,
"8b285a637c8625bb986d71e34fb5ca105a7442ef;Move Attribute;Move Attribute	public CHANGELOG : int from class com.sunlightlabs.android.congress.MenuMain to class com.sunlightlabs.android.congress.AlertFragment",,,,,,,,,
"8b285a637c8625bb986d71e34fb5ca105a7442ef;Move Attribute;Move Attribute	public CHANGELOG : int from class com.sunlightlabs.android.congress.MenuMain to class com.sunlightlabs.android.congress.AlertFragment",,,,,,,,,
"8b285a637c8625bb986d71e34fb5ca105a7442ef;Extract Method;Extract Method	public showChangelog() : void extracted from public onOptionsItemSelected(item MenuItem) : boolean in class com.sunlightlabs.android.congress.MenuMain",,,,,,,,,
"8b285a637c8625bb986d71e34fb5ca105a7442ef;Move Method;Move Method	private getChangelogHtml(stringArrayId int) : Spanned from class com.sunlightlabs.android.congress.MenuMain to private getChangelogHtml(stringArrayId int) : Spanned from class com.sunlightlabs.android.congress.AlertFragment",,,,,,,,,
"c0efd3e5c733d98424436d7f9908c20dd8c47f07;Move Attribute;Move Attribute	public ABOUT : int from class com.sunlightlabs.android.congress.MenuMain to class com.sunlightlabs.android.congress.AlertFragment",,,,,,,,,
"065cea1cd84b37d85544a4997ed387e19097047d;Extract Method;Extract Method	private shortDate(date Date) : String extracted from private getBillView(bill Bill", view View) : View in class com.sunlightlabs.android.congress.BillList.BillAdapter,,,,,,,,
"e9b1b7b1cade95b6783a94c79e5adbf69d3c5bfc;Rename Class;Rename Class	com.sunlightlabs.android.congress.CommitteeList.CommitteeListHolder renamed to com.sunlightlabs.android.congress.CommitteeList.Holder",,,,,,,,,
"d765df28b7f186b19d5f0d021593923f194db7fe;Move Class;Move Class	com.sunlightlabs.android.congress.Database moved to com.sunlightlabs.android.congress.utils.Database",,,,,,,,,
"9a60505fcecdec4cb4c901b01c1982a4c8d95285;Rename Method;Rename Method	public addSubscription(subscription Subscription", latestIds List<String>) : long renamed to public addSeenIds(subscription Subscription, latestIds List<String>) : long in class com.sunlightlabs.android.congress.Database,,,,,,,
"1cd2281a45d0e8afb1d902bd49ca3c397ca3861f;Move Attribute;Move Attribute	private chamber : String from class com.sunlightlabs.android.congress.CommitteeList.CommitteeListHolder to class com.sunlightlabs.android.congress.FloorUpdateList",,,,,,,,,
"365c5465d007fdb78c93c19badf577ba52c8103d;Move Class;Move Class	com.sunlightlabs.android.congress.MainMenu.FavoriteBillsAdapter moved to com.sunlightlabs.android.congress.MenuBills.FavoriteBillsAdapter",,,,,,,,,
"365c5465d007fdb78c93c19badf577ba52c8103d;Move Class;Move Class	com.sunlightlabs.android.congress.MainMenu.FavoriteLegislatorsAdapter moved to com.sunlightlabs.android.congress.MenuLegislators.FavoriteLegislatorsAdapter",,,,,,,,,
"365c5465d007fdb78c93c19badf577ba52c8103d;Move Method;Move Method	private inflateHeader(inflater LayoutInflater", text int) : View from class com.sunlightlabs.android.congress.MainMenu to public inflateHeader(inflater LayoutInflater, text int) : View from class com.sunlightlabs.android.congress.utils.Utils,,,,,,,
"581f399c89596bd338daa3f2c62e8fee2ebc0d24;Extract Method;Extract Method	public page(activity Activity", tracker GoogleAnalyticsTracker, page String, checkEntry boolean) : void extracted from public page(activity Activity, tracker GoogleAnalyticsTracker, page String) : void in class com.sunlightlabs.android.congress.utils.Analytics,,,,
"ce353d970524b7e958f04b78bf4f656ba79b7a02;Inline Method;Inline Method	public page(context Context", tracker GoogleAnalyticsTracker, page String) : void inlined to public page(activity Activity, tracker GoogleAnalyticsTracker, page String) : void in class com.sunlightlabs.android.congress.utils.Analytics,,,,,
"c3e0bf1e122f8680d16ce79e28e358db02db0b4a;Inline Method;Inline Method	public init(subscription Subscription) : void inlined to public init(subscription Subscription", objects List<?>) : void in class com.sunlightlabs.android.congress.notifications.Footer,,,,,,,,
