CommitId;RefactoringType;RefactoringDetail
6a64dd276372a04cd5d0bf2397da5f1c911117ae;Rename Method;Rename Method	public nextReminderFromRecurrenceRule() : void renamed to public nextReminderFromRecurrenceRule_3days() : void in class it.feio.android.omninotes.utils.date.RecurrenceHelperTest
a878767d954317812c1e5c5f1a51864fbf6257c4;Move Attribute;Move Attribute	public INTENT_BACKUP_INCLUDE_SETTINGS : String from class it.feio.android.omninotes.utils.Constants to class it.feio.android.omninotes.async.DataBackupIntentService
a878767d954317812c1e5c5f1a51864fbf6257c4;Move Attribute;Move Attribute	public ACTION_DATA_EXPORT : String from class it.feio.android.omninotes.utils.Constants to class it.feio.android.omninotes.async.DataBackupIntentService
a878767d954317812c1e5c5f1a51864fbf6257c4;Move Attribute;Move Attribute	public ACTION_DATA_IMPORT : String from class it.feio.android.omninotes.utils.Constants to class it.feio.android.omninotes.async.DataBackupIntentService
a878767d954317812c1e5c5f1a51864fbf6257c4;Move Attribute;Move Attribute	public ACTION_DATA_DELETE : String from class it.feio.android.omninotes.utils.Constants to class it.feio.android.omninotes.async.DataBackupIntentService
a878767d954317812c1e5c5f1a51864fbf6257c4;Move Attribute;Move Attribute	public INTENT_BACKUP_NAME : String from class it.feio.android.omninotes.utils.Constants to class it.feio.android.omninotes.async.DataBackupIntentService
a878767d954317812c1e5c5f1a51864fbf6257c4;Move Attribute;Move Attribute	public INTENT_BACKUP_INCLUDE_SETTINGS : String from class it.feio.android.omninotes.utils.Constants to class it.feio.android.omninotes.async.DataBackupIntentService
a878767d954317812c1e5c5f1a51864fbf6257c4;Move Attribute;Move Attribute	public ACTION_DATA_EXPORT : String from class it.feio.android.omninotes.utils.Constants to class it.feio.android.omninotes.async.DataBackupIntentService
a878767d954317812c1e5c5f1a51864fbf6257c4;Move Attribute;Move Attribute	public ACTION_DATA_IMPORT : String from class it.feio.android.omninotes.utils.Constants to class it.feio.android.omninotes.async.DataBackupIntentService
a878767d954317812c1e5c5f1a51864fbf6257c4;Move Attribute;Move Attribute	public ACTION_DATA_DELETE : String from class it.feio.android.omninotes.utils.Constants to class it.feio.android.omninotes.async.DataBackupIntentService
a878767d954317812c1e5c5f1a51864fbf6257c4;Extract And Move Method;Extract And Move Method	public createAttachmentFromUri(mContext Context, uri Uri) : Attachment extracted from protected doInBackground(params Void[]) : Attachment in class it.feio.android.omninotes.async.AttachmentTask & moved to class it.feio.android.omninotes.utils.StorageManager
f268a4d198639e0680bc5c36b1e89eace44a8e36;Rename Method;Rename Method	private tagNote() : void renamed to private categorizeNote() : void in class it.feio.android.omninotes.DetailFragment
9519ea3e8f23a475f82165d3f514610f0fd488fe;Move Method;Move Method	private restartApp() : void from class it.feio.android.omninotes.SettingsActivity to public restartApp(mContext Context) : void from class it.feio.android.omninotes.OmniNotes
6a456e80ff84046156b2e97aed2fe3dfeb366e2e;Rename Method;Rename Method	private lockNote() : void renamed to private maskNote() : void in class it.feio.android.omninotes.DetailFragment
6a456e80ff84046156b2e97aed2fe3dfeb366e2e;Rename Method;Rename Method	private lockUnlock() : void renamed to private maskUnmask() : void in class it.feio.android.omninotes.DetailFragment
50c6f032b1c6dd5437238fbe180034de8d32a743;Extract Method;Extract Method	private archiveNote(archive boolean) : void extracted from public onOptionsItemSelected(item MenuItem) : boolean in class it.feio.android.omninotes.DetailFragment
50c6f032b1c6dd5437238fbe180034de8d32a743;Extract Method;Extract Method	public getTags(note Note) : List<String> extracted from public getTags() : List<String> in class it.feio.android.omninotes.db.DbHelper
ff2970b702d7fabff58bf857fdf2f31673fde358;Extract Method;Extract Method	private categorizeSelectedNotes3(note Note, category Category) : void extracted from private categorizeSelectedNotes2(category Category) : void in class it.feio.android.omninotes.ListFragment
00a3ec9d31e5053cde4cae875a431f3905cf0e8e;Rename Method;Rename Method	private addTag() : void renamed to private addTags() : void in class it.feio.android.omninotes.DetailFragment
00a3ec9d31e5053cde4cae875a431f3905cf0e8e;Move Method;Move Method	protected deleteNote(note Note) : void from class it.feio.android.omninotes.ListFragment to public deleteNote(note Note) : void from class it.feio.android.omninotes.MainActivity
34f51f0c46545d6dc9df04537db13847bf641b5f;Extract Method;Extract Method	public finishActionMode() : void extracted from private toggleListViewItem(view View, position int) : void in class it.feio.android.omninotes.ListFragment
34f51f0c46545d6dc9df04537db13847bf641b5f;Extract Method;Extract Method	public finishActionMode() : void extracted from private deleteSelectedNotes2() : void in class it.feio.android.omninotes.ListFragment
34f51f0c46545d6dc9df04537db13847bf641b5f;Extract Method;Extract Method	public finishActionMode() : void extracted from private categorizeSelectedNotes2(category Category) : void in class it.feio.android.omninotes.ListFragment
f454b1d65dd39d8c333cb2f367d2c33f83f36b08;Rename Method;Rename Method	public deleteSelectedNotes() : void renamed to public trashSelectedNotes(trash boolean) : void in class it.feio.android.omninotes.ListFragment
e8b734fb4e6118b73085c75d1000cccc3b06f9f2;Rename Method;Rename Method	package editTag(tag Category) : void renamed to package editCategory(category Category) : void in class it.feio.android.omninotes.ListFragment
e8b734fb4e6118b73085c75d1000cccc3b06f9f2;Rename Method;Rename Method	private tagSelectedNotes() : void renamed to private categorizeSelectedNotes() : void in class it.feio.android.omninotes.ListFragment
e8b734fb4e6118b73085c75d1000cccc3b06f9f2;Rename Method;Rename Method	private tagSelectedNotes2(tag Category) : void renamed to private categorizeSelectedNotes2(category Category) : void in class it.feio.android.omninotes.ListFragment
e8b734fb4e6118b73085c75d1000cccc3b06f9f2;Inline Method;Inline Method	public onCreateDialog() : Dialog inlined to private sortNotes() : void in class it.feio.android.omninotes.ListFragment
559148dfb03eeae1dfba62d383755843a52c9c75;Rename Class;Rename Class	it.feio.android.omninotes.TagActivity renamed to it.feio.android.omninotes.CategoryActivity
559148dfb03eeae1dfba62d383755843a52c9c75;Rename Class;Rename Class	it.feio.android.omninotes.models.adapters.NavDrawerTagAdapter renamed to it.feio.android.omninotes.models.adapters.NavDrawerCategoryAdapter
559148dfb03eeae1dfba62d383755843a52c9c75;Rename Class;Rename Class	it.feio.android.omninotes.models.adapters.NoteDrawerTagAdapterViewHolder renamed to it.feio.android.omninotes.models.adapters.NoteDrawerCategoryAdapterViewHolder
559148dfb03eeae1dfba62d383755843a52c9c75;Rename Method;Rename Method	public getNotesWithTag(tagId String) : List<Note> renamed to public getNotesByCategory(categoryId String) : List<Note> in class it.feio.android.omninotes.db.DbHelper
559148dfb03eeae1dfba62d383755843a52c9c75;Rename Method;Rename Method	public getTags() : ArrayList<Tag> renamed to public getCategories() : ArrayList<Category> in class it.feio.android.omninotes.db.DbHelper
559148dfb03eeae1dfba62d383755843a52c9c75;Rename Method;Rename Method	public getTag(id Integer) : Tag renamed to public getCategory(id Integer) : Category in class it.feio.android.omninotes.db.DbHelper
559148dfb03eeae1dfba62d383755843a52c9c75;Rename Method;Rename Method	public getTag() : Tag renamed to public getCategory() : Category in class it.feio.android.omninotes.models.Note
220059316a78d9b7d430e0629ab19c9ca9059ca3;Extract Method;Extract Method	private viewMedia() : void extracted from public onOptionsItemSelected(item MenuItem) : boolean in class it.feio.android.omninotes.GalleryActivity
220059316a78d9b7d430e0629ab19c9ca9059ca3;Extract Method;Extract Method	private shareMedia() : void extracted from public onOptionsItemSelected(item MenuItem) : boolean in class it.feio.android.omninotes.GalleryActivity
836d2901ef834bb2079160c2dfd8f11d5c9f75d9;Rename Package;Rename Package	it.feio.android.omninotes.util to it.feio.android.omninotes.utils.systemui
93842e138de92eea651f87fbd476f81e416bbaef;Rename Method;Rename Method	private initGalleryData() : void renamed to private initData() : void in class it.feio.android.omninotes.GalleryActivity
c980aa2be6f5809c81d8ebe6e48ecee946b92c3f;Inline Method;Inline Method	private initNote() : void inlined to private init() : void in class it.feio.android.omninotes.DetailFragment
25bc395a8b511d25d779603b2d5386794361b79c;Move Method;Move Method	protected showDateTimeSelectors() : void from class it.feio.android.omninotes.DetailFragment to protected showDateTimeSelectors(reminder long) : void from class it.feio.android.omninotes.utils.date.ReminderPickers
25bc395a8b511d25d779603b2d5386794361b79c;Move Method;Move Method	public showDatePickerDialog(v View) : void from class it.feio.android.omninotes.DetailFragment to public showDatePickerDialog() : void from class it.feio.android.omninotes.utils.date.ReminderPickers
25bc395a8b511d25d779603b2d5386794361b79c;Move Method;Move Method	private showTimePickerDialog(v View) : void from class it.feio.android.omninotes.DetailFragment to private showTimePickerDialog() : void from class it.feio.android.omninotes.utils.date.ReminderPickers
25bc395a8b511d25d779603b2d5386794361b79c;Move Method;Move Method	public onDateSet(v DatePicker, year int, monthOfYear int, dayOfMonth int) : void from class it.feio.android.omninotes.DetailFragment to public onDateSet(v DatePicker, year int, monthOfYear int, dayOfMonth int) : void from class it.feio.android.omninotes.utils.date.ReminderPickers
c92518465e687e191f19f6ce59c460ffb4490dd1;Extract And Move Method;Extract And Move Method	public shareNote(note Note) : void extracted from private shareNote() : void in class it.feio.android.omninotes.DetailFragment & moved to class it.feio.android.omninotes.MainActivity
c9ea0ccff8a41bca2089060504e30368c1a863c1;Rename Class;Rename Class	it.feio.android.omninotes.models.listeners.OnAttachingFileErrorListener renamed to it.feio.android.omninotes.models.listeners.OnAttachingFileListener
7a6b493fea80ec6fe0c9a9a3bdabbd2daa355c70;Extract And Move Method;Extract And Move Method	public getFilePrefix(file File) : String extracted from public onActivityResult(requestCode int, resultCode int, intent Intent) : void in class it.feio.android.omninotes.DetailFragment & moved to class it.feio.android.omninotes.utils.FileHelper
7a6b493fea80ec6fe0c9a9a3bdabbd2daa355c70;Extract And Move Method;Extract And Move Method	public getFileExtension(file File) : String extracted from public onActivityResult(requestCode int, resultCode int, intent Intent) : void in class it.feio.android.omninotes.DetailFragment & moved to class it.feio.android.omninotes.utils.FileHelper
ba4d4c66b105e1a5b546b2736387afcd4837629f;Inline Method;Inline Method	private handleIntent(intent Intent) : List<Note> inlined to package initNotesList(intent Intent) : void in class it.feio.android.omninotes.ListFragment
c6251dc012cb73ebb1180384e9163554ae18f142;Rename Method;Rename Method	private updateShareIntent() : void renamed to private shareNote() : void in class it.feio.android.omninotes.DetailFragment
e330dffe000d8935ab543438c66bfd1c385e5043;Rename Class;Rename Class	it.feio.android.omninotes.SketchActivity renamed to it.feio.android.omninotes.SketchFragment
a357bffc3ee85dccb03f48a57a988b948759fb3f;Rename Method;Rename Method	public getDefaultSharedPreferences(mContext Context) : File renamed to public getSharedPreferencesFile(mContext Context) : File in class it.feio.android.omninotes.utils.StorageManager
e7b159156dfc26099e8d48bac7e3891ccd6a4cfc;Extract Method;Extract Method	private calculateInSampleSize(options BitmapFactory.Options, reqWidth int, reqHeight int) : int extracted from public decodeSampledFromUri(ctx Context, uri Uri, reqWidth int, reqHeight int) : Bitmap in class it.feio.android.omninotes.utils.BitmapHelper
60eae9ab3a639a7a085870a69c29d5a636c977f6;Extract Method;Extract Method	private restoreLayouts() : void extracted from public onGlobalLayout() : void in class it.feio.android.omninotes.DetailFragment
9a1cd071abb3ecbc9efa387267e03c56f7cc58ae;Extract Method;Extract Method	private toggleChecklist2(keepChecked boolean, showChecks boolean) : void extracted from private toggleChecklist2() : void in class it.feio.android.omninotes.DetailFragment
a4c257e7668f69d520707c66f6ee4510d0ed0072;Extract Method;Extract Method	private initShowCase() : void extracted from public onCreateOptionsMenu(menu Menu, inflater MenuInflater) : void in class it.feio.android.omninotes.ListFragment
a4c257e7668f69d520707c66f6ee4510d0ed0072;Extract Method;Extract Method	public getShowcases() : ArrayList<String> extracted from private init(mContext Context) : SharedPreferences in class it.feio.android.omninotes.utils.AppTourHelper
ea72081285636940479deed2b5df1dbe3f8bec52;Rename Method;Rename Method	public getNavigationBarHeight(mContext Context) : int renamed to public getNavigationBarHeightStandard(mContext Context) : int in class it.feio.android.omninotes.utils.Display
f8829895a526b92a0a47e9de50859cd51e4f1a1a;Rename Method;Rename Method	public checkDisplayUsableSize(mContext Context) : Point renamed to public getUsableSize(mContext Context) : Point in class it.feio.android.omninotes.utils.Display
f8829895a526b92a0a47e9de50859cd51e4f1a1a;Rename Method;Rename Method	public checkDisplayVisibleSize(view View) : Point renamed to public getVisibleSize(view View) : Point in class it.feio.android.omninotes.utils.Display
f8829895a526b92a0a47e9de50859cd51e4f1a1a;Rename Method;Rename Method	public checkDisplayFullSize(view View) : Point renamed to public getFullSize(view View) : Point in class it.feio.android.omninotes.utils.Display
424bd42cebb814633a2e8b8773ba549f5c1b008c;Inline Method;Inline Method	private initBundle(savedInstanceState Bundle) : void inlined to public onActivityCreated(savedInstanceState Bundle) : void in class it.feio.android.omninotes.ListFragment
87157a2a307093de2a687e54eb342b4393797d20;Rename Class;Rename Class	it.feio.android.omninotes.DetailActivity renamed to it.feio.android.omninotes.DetailFragment
d0334f6d1728f1ad934cb78e7972e9cc79f43043;Rename Class;Rename Class	it.feio.android.omninotes.ListActivity renamed to it.feio.android.omninotes.ListFragment
b17cbbe1fa03d15db6368fb4e1df83c8f5e6317a;Rename Method;Rename Method	public cancelPotentialWork(uri Uri, imageView SquareImageView) : boolean renamed to public isNewWork(uri Uri, imageView SquareImageView) : boolean in class it.feio.android.omninotes.models.adapters.NoteAdapter
b17cbbe1fa03d15db6368fb4e1df83c8f5e6317a;Rename Method;Rename Method	public getBitmapWorkerTask() : BitmapWorkerTask renamed to public getAsyncTask() : AsyncTask<?,?,?> in class it.feio.android.omninotes.models.views.SquareImageView
3fad3ba0d175247398acb66709bf103ff205bbd5;Move Class;Move Class	it.feio.android.omninotes.models.OnAttachingFileErrorListener moved to it.feio.android.omninotes.models.listeners.OnAttachingFileErrorListener
3fad3ba0d175247398acb66709bf103ff205bbd5;Move Class;Move Class	it.feio.android.omninotes.models.OnDrawChangedListener moved to it.feio.android.omninotes.models.listeners.OnDrawChangedListener
3fad3ba0d175247398acb66709bf103ff205bbd5;Move Class;Move Class	it.feio.android.omninotes.models.AttachmentAdapter moved to it.feio.android.omninotes.models.adapters.AttachmentAdapter
3fad3ba0d175247398acb66709bf103ff205bbd5;Move Class;Move Class	it.feio.android.omninotes.models.NavDrawerTagAdapter moved to it.feio.android.omninotes.models.adapters.NavDrawerTagAdapter
3fad3ba0d175247398acb66709bf103ff205bbd5;Move Class;Move Class	it.feio.android.omninotes.models.NavigationDrawerAdapter moved to it.feio.android.omninotes.models.adapters.NavigationDrawerAdapter
3fad3ba0d175247398acb66709bf103ff205bbd5;Move Class;Move Class	it.feio.android.omninotes.models.NoteAdapter moved to it.feio.android.omninotes.models.adapters.NoteAdapter
3fad3ba0d175247398acb66709bf103ff205bbd5;Move Class;Move Class	it.feio.android.omninotes.models.NoteAdapterViewHolder moved to it.feio.android.omninotes.models.adapters.NoteAdapterViewHolder
3fad3ba0d175247398acb66709bf103ff205bbd5;Move Class;Move Class	it.feio.android.omninotes.models.ExpandableHeightGridView moved to it.feio.android.omninotes.models.views.ExpandableHeightGridView
3fad3ba0d175247398acb66709bf103ff205bbd5;Move Class;Move Class	it.feio.android.omninotes.models.SketchView moved to it.feio.android.omninotes.models.views.SketchView
3fad3ba0d175247398acb66709bf103ff205bbd5;Move Class;Move Class	it.feio.android.omninotes.models.SquareImageView moved to it.feio.android.omninotes.models.views.SquareImageView
3fad3ba0d175247398acb66709bf103ff205bbd5;Move Class;Move Class	it.feio.android.omninotes.models.VerticalSeekBar moved to it.feio.android.omninotes.models.views.VerticalSeekBar
dfcf5e29ee368697ecd437882f597fe85437c645;Rename Class;Rename Class	it.feio.android.omninotes.async.ThumbnailLoaderTask renamed to it.feio.android.omninotes.async.BitmapWorkerTask
dfcf5e29ee368697ecd437882f597fe85437c645;Extract Method;Extract Method	private loadThumbnail(holder AttachmentHolder, mAttachment Attachment) : void extracted from public getView(position int, convertView View, parent ViewGroup) : View in class it.feio.android.omninotes.models.AttachmentAdapter
dfcf5e29ee368697ecd437882f597fe85437c645;Extract Method;Extract Method	private loadThumbnail(holder NoteAdapterViewHolder, mAttachment Attachment) : void extracted from public getView(position int, convertView View, parent ViewGroup) : View in class it.feio.android.omninotes.models.NoteAdapter
44904563cf95eb7a70a0a3d9eac7402e545aebfb;Rename Method;Rename Method	public onTouch(v View, event MotionEvent) : boolean renamed to private commitPending() : void in class it.feio.android.omninotes.ListActivity
44904563cf95eb7a70a0a3d9eac7402e545aebfb;Inline Method;Inline Method	private commitDelete() : void inlined to private commitPending() : void in class it.feio.android.omninotes.ListActivity
44904563cf95eb7a70a0a3d9eac7402e545aebfb;Extract Method;Extract Method	private archiveNote(note Note, archive boolean) : void extracted from public archiveSelectedNotes(archive boolean) : void in class it.feio.android.omninotes.ListActivity
d3ee505b22a86e89c360e89c9a7abb7c3efa8f9e;Extract And Move Method;Extract And Move Method	protected setActionBarTitle(title String) : void extracted from private initTitle() : void in class it.feio.android.omninotes.ListActivity & moved to class it.feio.android.omninotes.BaseActivity
432298cb949f936c32fcdfd89998fc73bad2b8bc;Inline Method;Inline Method	public updateUndoRedoAlpha() : void inlined to public onDrawChanged() : void in class it.feio.android.omninotes.SketchActivity
2e53a097c1122bc0113e07b23e3b34ba6c9eec3b;Rename Method;Rename Method	protected setStrokeSeekbarProgress(progress int, eraserOrStroke int) : void renamed to protected setSeekbarProgress(progress int, eraserOrStroke int) : void in class it.feio.android.omninotes.SketchActivity
c3ad0cc0296cde142bb66ba699631fb5d5879d38;Extract Method;Extract Method	private init() : void extracted from protected onCreate(savedInstanceState Bundle) : void in class it.feio.android.omninotes.SplashScreenActivity
c5892367cfc21b30f40ae4cc1f81fd6ebe5a297c;Extract Method;Extract Method	private initTitle() : void extracted from protected onCreate(savedInstanceState Bundle) : void in class it.feio.android.omninotes.ListActivity
21839582597f242aea737d2f3b5b23c61ae2cabb;Extract Method;Extract Method	private color(note Note, row RemoteViews) : void extracted from public getViewAt(position int) : RemoteViews in class it.feio.android.omninotes.widget.ListRemoteViewsFactory
157bde0f502933c0849328734604a0f367c78dcc;Rename Method;Rename Method	protected showCase2(viewsArrays ArrayList<Integer[]>, mOnShowcaseAcknowledged OnShowcaseAcknowledged) : void renamed to protected showCaseView(viewsArrays ArrayList<Integer[]>, mOnShowcaseAcknowledged OnShowcaseAcknowledged) : void in class it.feio.android.omninotes.BaseActivity
ce74a8aa1d4bdf087a8a1644e23ded5dab78e87b;Move Class;Move Class	it.feio.android.omninotes.WidgetConfigurationActivity moved to it.feio.android.omninotes.widget.WidgetConfigurationActivity
37b53c9ec6adacb7dc547b267ed55c72a54e6118;Pull Up Method;Pull Up Method	private notifyAppWidget() : void from class it.feio.android.omninotes.DetailActivity to public notifyAppWidgets() : void from class it.feio.android.omninotes.BaseActivity
c10c5f7ff019d6f3be82a47ebbece9c6d0db8b3e;Extract Method;Extract Method	public getDateText(mContext Context, note Note) : String extracted from public getView(position int, convertView View, parent ViewGroup) : View in class it.feio.android.omninotes.models.NoteAdapter
c10c5f7ff019d6f3be82a47ebbece9c6d0db8b3e;Extract Method;Extract Method	public parseTitleAndContent(note Note) : String[] extracted from public getView(position int, convertView View, parent ViewGroup) : View in class it.feio.android.omninotes.models.NoteAdapter
c10c5f7ff019d6f3be82a47ebbece9c6d0db8b3e;Move Method;Move Method	public createVideoThumbnail(video Bitmap) : Bitmap from class it.feio.android.omninotes.async.ThumbnailLoaderTask to public createVideoThumbnail(mContext Context, video Bitmap, width int, height int) : Bitmap from class it.feio.android.omninotes.utils.BitmapHelper
c10c5f7ff019d6f3be82a47ebbece9c6d0db8b3e;Extract And Move Method;Extract And Move Method	public getBitmapFromAttachment(mContext Context, mAttachment Attachment, width int, height int) : Bitmap extracted from protected doInBackground(params Attachment[]) : Bitmap in class it.feio.android.omninotes.async.ThumbnailLoaderTask & moved to class it.feio.android.omninotes.utils.BitmapHelper
fd671ff97ea7e24f56b23efdea954f63bb70a47e;Move Class;Move Class	it.feio.android.omninotes.receiver.WidgetProvider moved to it.feio.android.omninotes.widget.WidgetProvider
d8ebfc13a74f9767345123bf86bf28d166083142;Extract Method;Extract Method	public getAttachments(whereCondition String) : ArrayList<Attachment> extracted from public getNoteAttachments(note Note) : ArrayList<Attachment> in class it.feio.android.omninotes.db.DbHelper
d868263c6b3286da16abeafd22304f4d1e2766b1;Extract Method;Extract Method	public restoreDrawable(note Note, v View, holder NoteAdapterViewHolder) : void extracted from public restoreDrawable(note Note, v View) : void in class it.feio.android.omninotes.models.NoteAdapter
d868263c6b3286da16abeafd22304f4d1e2766b1;Extract Method;Extract Method	private colorNote(note Note, v View, holder NoteAdapterViewHolder) : void extracted from private colorNote(note Note, v View) : void in class it.feio.android.omninotes.models.NoteAdapter
7d54573f57fd73ba7e216c6cec44d23f6f0626ba;Inline Method;Inline Method	private fadeInImage(bitmap Bitmap) : void inlined to protected onPostExecute(bitmap Bitmap) : void in class it.feio.android.omninotes.async.ThumbnailLoaderTask
4625103501d33050d3ef56fc4603b56efc78720e;Rename Class;Rename Class	it.feio.android.omninotes.utils.BitmapDecoder renamed to it.feio.android.omninotes.utils.BitmapHelper
022ca5211b521669ef98b6471843498b0914abaa;Rename Method;Rename Method	public getBitmapFromDiskCache(key String) : Bitmap renamed to public getBitmapFromCache(key String) : Bitmap in class it.feio.android.omninotes.OmniNotes
62b7111a387628a74ece63448865050477102edd;Extract Method;Extract Method	private fadeInImage(bitmap Bitmap) : void extracted from protected onPostExecute(bitmap Bitmap) : void in class it.feio.android.omninotes.async.ThumbnailLoaderTask
1170a1c66c0452b4faabd2051d197b6ccb272990;Rename Class;Rename Class	it.feio.android.omninotes.async.ListThumbnailLoaderTask renamed to it.feio.android.omninotes.async.ThumbnailLoaderTask
d2931f88f7cf6b5e4b376881354e0b04a47a156e;Extract And Move Method;Extract And Move Method	public setPasswordChecked(passwordChecked boolean) : void extracted from protected onActivityResult(requestCode int, resultCode int, intent Intent) : void in class it.feio.android.omninotes.DetailActivity & moved to class it.feio.android.omninotes.models.Note
0ccff9943e3f1b9817d496709ac133190984b8bd;Extract And Move Method;Extract And Move Method	public setAlarm(alarm long) : void extracted from public onTimeSet(v TimePicker, hour int, minute int) : void in class it.feio.android.omninotes.DetailActivity & moved to class it.feio.android.omninotes.models.Note
e965fc32bc0bac9df55eb69e3de6dc4220a6adc3;Extract Method;Extract Method	private getNoteTitle() : String extracted from private saveNote(archive Boolean) : void in class it.feio.android.omninotes.DetailActivity
e965fc32bc0bac9df55eb69e3de6dc4220a6adc3;Extract Method;Extract Method	private getNoteContent() : String extracted from private saveNote(archive Boolean) : void in class it.feio.android.omninotes.DetailActivity
a4c53789de98e4bef88e566d67a7b454c15092f7;Rename Method;Rename Method	private shareNote() : void renamed to private updateShareIntent() : void in class it.feio.android.omninotes.DetailActivity
5c1984e050ba1b80425ab904a631377587a6da55;Extract Method;Extract Method	private colorNote(note Note, v View) : void extracted from public getView(position int, convertView View, parent ViewGroup) : View in class it.feio.android.omninotes.models.NoteAdapter
d1924a440e9f9c9146ccd17ab31524026d71ec13;Extract Method;Extract Method	private stopJingles() : void extracted from protected onPause() : void in class it.feio.android.omninotes.ListActivity
54727766aebeefb4c61d32180f5e1d67fe4803b3;Rename Method;Rename Method	public back(bitmap Bitmap) : void renamed to public save(bitmap Bitmap) : void in class it.feio.android.omninotes.SketchActivity
41b4c4774be5e4e7485c60ae07732fe40e14eddd;Extract Method;Extract Method	private discard() : void extracted from public onOptionsItemSelected(item MenuItem) : boolean in class it.feio.android.omninotes.DetailActivity
d2155a71355f6f426b438a6125ce24c70c832c6d;Extract Method;Extract Method	private toggleChecklist2() : void extracted from private toggleChecklist() : void in class it.feio.android.omninotes.DetailActivity
097c1aeacf65c7ee52e7b9429f175b20a7488341;Extract Method;Extract Method	private init(checkedNoteLock boolean) : void extracted from protected onCreate(savedInstanceState Bundle) : void in class it.feio.android.omninotes.DetailActivity
097c1aeacf65c7ee52e7b9429f175b20a7488341;Extract Method;Extract Method	public setLocked(locked Boolean) : void extracted from public Note(creation Long, lastModification Long, title String, content String, archived Boolean, alarm String, tag Tag) in class it.feio.android.omninotes.models.Note
2f2edc03d965a3375784aeda2f999e51091ec7df;Rename Method;Rename Method	public getTitle() : String renamed to public getName() : String in class it.feio.android.omninotes.models.Tag
2f2edc03d965a3375784aeda2f999e51091ec7df;Rename Method;Rename Method	public setTitle(title String) : void renamed to public setName(title String) : void in class it.feio.android.omninotes.models.Tag
61599e183a330b56b9eba9b92d9ccd7377f4bba6;Rename Class;Rename Class	it.feio.android.omninotes.models.NavigationDrawerItemAdapter renamed to it.feio.android.omninotes.models.NavigationDrawerAdapter
f18d225da648d0928c2e9b0ca9bf3f61a2d15ae0;Move Method;Move Method	private setAlarm() : void from class it.feio.android.omninotes.DetailActivity to private setAlarm(note Note) : void from class it.feio.android.omninotes.async.SaveNoteTask
26d3ae5d09eb2c87e0cd04069dc50fe1e2cbd5d0;Extract Method;Extract Method	public createNewAttachmentFile(mContext Context, extension String) : File extracted from public createNewAttachmentFile(mContext Context) : File in class it.feio.android.omninotes.utils.StorageManager
a34924c187909425917e1aa63554bbd4a784f0b1;Extract And Move Method;Extract And Move Method	public getMimeTypeInternal(mContext Context, mimeType String) : String extracted from private handleFilter(intent Intent) : void in class it.feio.android.omninotes.ListActivity & moved to class it.feio.android.omninotes.utils.StorageManager
1d62ee56057c4dd492c675a3275297d0ab3efddf;Rename Class;Rename Class	it.feio.android.omninotes.async.AlarmRestoreOnReboot renamed to it.feio.android.omninotes.async.AlarmRestoreOnRebootService
1d62ee56057c4dd492c675a3275297d0ab3efddf;Rename Method;Rename Method	public getApplicationDir() : String renamed to public getExternalStoragePublicDir() : File in class it.feio.android.omninotes.utils.StorageManager
b23731a36575145856028116bd65dcee6ad95a1c;Extract And Move Method;Extract And Move Method	private takeVideo() : void extracted from public onClick(v View) : void in class it.feio.android.omninotes.DetailActivity.AttachmentOnClickListener & moved to class it.feio.android.omninotes.DetailActivity
d277d6ebeeee1cf83c73898867d03d5529c9c3b1;Pull Up Attribute;Pull Up Attribute	protected currentLocation : Location from class it.feio.android.omninotes.DetailActivity to class it.feio.android.omninotes.BaseActivity
d277d6ebeeee1cf83c73898867d03d5529c9c3b1;Pull Up Attribute;Pull Up Attribute	protected currentLatitude : double from class it.feio.android.omninotes.DetailActivity to class it.feio.android.omninotes.BaseActivity
d277d6ebeeee1cf83c73898867d03d5529c9c3b1;Pull Up Attribute;Pull Up Attribute	protected currentLongitude : double from class it.feio.android.omninotes.DetailActivity to class it.feio.android.omninotes.BaseActivity
d277d6ebeeee1cf83c73898867d03d5529c9c3b1;Pull Up Attribute;Pull Up Attribute	protected noteLatitude : double from class it.feio.android.omninotes.DetailActivity to class it.feio.android.omninotes.BaseActivity
d277d6ebeeee1cf83c73898867d03d5529c9c3b1;Pull Up Attribute;Pull Up Attribute	protected noteLongitude : double from class it.feio.android.omninotes.DetailActivity to class it.feio.android.omninotes.BaseActivity
d277d6ebeeee1cf83c73898867d03d5529c9c3b1;Pull Up Attribute;Pull Up Attribute	protected currentLocation : Location from class it.feio.android.omninotes.DetailActivity to class it.feio.android.omninotes.BaseActivity
d277d6ebeeee1cf83c73898867d03d5529c9c3b1;Pull Up Attribute;Pull Up Attribute	protected currentLatitude : double from class it.feio.android.omninotes.DetailActivity to class it.feio.android.omninotes.BaseActivity
d277d6ebeeee1cf83c73898867d03d5529c9c3b1;Pull Up Attribute;Pull Up Attribute	protected currentLongitude : double from class it.feio.android.omninotes.DetailActivity to class it.feio.android.omninotes.BaseActivity
d277d6ebeeee1cf83c73898867d03d5529c9c3b1;Pull Up Attribute;Pull Up Attribute	protected noteLatitude : double from class it.feio.android.omninotes.DetailActivity to class it.feio.android.omninotes.BaseActivity
d277d6ebeeee1cf83c73898867d03d5529c9c3b1;Pull Up Attribute;Pull Up Attribute	protected noteLongitude : double from class it.feio.android.omninotes.DetailActivity to class it.feio.android.omninotes.BaseActivity
