CommitId;RefactoringType;RefactoringDetail
6a64dd276372a04cd5d0bf2397da5f1c911117ae;Rename Method;Rename Method	public nextReminderFromRecurrenceRule() : void renamed to public nextReminderFromRecurrenceRule_3days() : void in class it.feio.android.omninotes.utils.date.RecurrenceHelperTest
c647ad5cefee66bab07de4a25d3c6412f9d5ed5f;Pull Up Method;Pull Up Method	private cleanDatabase() : void from class it.feio.android.omninotes.db.DbHelperTest to protected cleanDatabase() : void from class it.feio.android.omninotes.BaseAndroidTestCase
4efc4217ae73454142065426a89cb1faa7e537a4;Extract Method;Extract Method	private animateListView() : void extracted from public onEvent(notesLoadedEvent NotesLoadedEvent) : void in class it.feio.android.omninotes.ListFragment
35740cc6606057652d161192e189b23bb6e28c88;Rename Class;Rename Class	it.feio.android.omninotes.utils.Constants renamed to it.feio.android.omninotes.utils.ConstantsBase
6e3e5f3321a9170047e7b231ab8c77e5a0005c8f;Move Source Folder;Move Source Folder	omniNotes/src/foss/java/it.feio.android.omninotes.helpers to omniNotes/src/foss/java/it/feio/android/omninotes/helpers
6e3e5f3321a9170047e7b231ab8c77e5a0005c8f;Move Source Folder;Move Source Folder	omniNotes/src/play/java/it.feio.android.omninotes.helpers to omniNotes/src/play/java/it/feio/android/omninotes/helpers
77b77c14ff3c5e4f99b12162167c1314582c6c30;Extract Method;Extract Method	private initLeakCanary() : void extracted from public onCreate() : void in class it.feio.android.omninotes.OmniNotes
6aada3c614f034c7b03d58d427c257e642d5d6c9;Rename Class;Rename Class	it.feio.android.omninotes.helpers.GeoCodeProviderFactory renamed to it.feio.android.omninotes.helpers.GeocodeProviderFactory
6aada3c614f034c7b03d58d427c257e642d5d6c9;Rename Class;Rename Class	it.feio.android.omninotes.helpers.GeoCodeProviderFactory renamed to it.feio.android.omninotes.helpers.GeocodeProviderBaseFactory
4cb5f111f632a2db7f2a0294b899a3543dd65ed0;Move Source Folder;Move Source Folder	omniNotes/src/prod to omniNotes/src/play
9729bba337b854a97eaec5e4f2f5492b585ef556;Rename Method;Rename Method	private removePassword() : void renamed to public onEvent(passwordRemovedEvent PasswordRemovedEvent) : void in class it.feio.android.omninotes.PasswordActivity
9729bba337b854a97eaec5e4f2f5492b585ef556;Move Method;Move Method	public requestPassword(mActivity Activity, mPasswordValidator PasswordValidator) : void from class it.feio.android.omninotes.BaseActivity to public requestPassword(mActivity Activity, mPasswordValidator PasswordValidator) : void from class it.feio.android.omninotes.utils.PasswordHelper
e84198de90fb8dcfd7234e08c489ad2e8596cfe2;Inline Method;Inline Method	public setLayout(layout int) : void inlined to public NoteAdapter(activity Activity, layout int, notes List<Note>) in class it.feio.android.omninotes.models.adapters.NoteAdapter
10825f25a10acba8024cd10a469d705a1e5222f2;Move Method;Move Method	public requestPassword(mActivity Activity, mPasswordValidator PasswordValidator) : void from class it.feio.android.omninotes.BaseActivity to public requestPassword(mActivity Activity, mPasswordValidator PasswordValidator) : void from class it.feio.android.omninotes.utils.PasswordHelper
10825f25a10acba8024cd10a469d705a1e5222f2;Move Method;Move Method	private removePassword() : void from class it.feio.android.omninotes.PasswordActivity to public removePassword() : void from class it.feio.android.omninotes.utils.PasswordHelper
eb35bffdaf2db046025ad2a9645326632ba71ebe;Move Method;Move Method	public requestPassword(mActivity Activity, mPasswordValidator PasswordValidator) : void from class it.feio.android.omninotes.BaseActivity to public requestPassword(mActivity Activity, mPasswordValidator PasswordValidator) : void from class it.feio.android.omninotes.utils.PasswordHelper
eb35bffdaf2db046025ad2a9645326632ba71ebe;Move Method;Move Method	private removePassword() : void from class it.feio.android.omninotes.PasswordActivity to public removePassword() : void from class it.feio.android.omninotes.utils.PasswordHelper
52e7267b843b6a95dd6ed44e994d541d1e03c1cf;Extract Method;Extract Method	public setLayout(layout int) : void extracted from public NoteAdapter(activity Activity, layout int, notes List<Note>) in class it.feio.android.omninotes.models.adapters.NoteAdapter
52e7267b843b6a95dd6ed44e994d541d1e03c1cf;Extract And Move Method;Extract And Move Method	public isEmpty() : boolean extracted from public trashNotes(trash boolean) : void in class it.feio.android.omninotes.ListFragment & moved to class it.feio.android.omninotes.models.adapters.NoteAdapter
52e7267b843b6a95dd6ed44e994d541d1e03c1cf;Extract And Move Method;Extract And Move Method	public isEmpty() : boolean extracted from private deleteNotesExecute() : void in class it.feio.android.omninotes.ListFragment & moved to class it.feio.android.omninotes.models.adapters.NoteAdapter
52e7267b843b6a95dd6ed44e994d541d1e03c1cf;Extract And Move Method;Extract And Move Method	public isEmpty() : boolean extracted from public archiveNotes(archive boolean) : void in class it.feio.android.omninotes.ListFragment & moved to class it.feio.android.omninotes.models.adapters.NoteAdapter
52e7267b843b6a95dd6ed44e994d541d1e03c1cf;Extract And Move Method;Extract And Move Method	public isEmpty() : boolean extracted from private categorizeNotesExecute(category Category) : void in class it.feio.android.omninotes.ListFragment & moved to class it.feio.android.omninotes.models.adapters.NoteAdapter
52e7267b843b6a95dd6ed44e994d541d1e03c1cf;Extract And Move Method;Extract And Move Method	public isEmpty() : boolean extracted from private tagNotesExecute(tags List<Tag>, selectedTags Integer[], preSelectedTags Integer[]) : void in class it.feio.android.omninotes.ListFragment & moved to class it.feio.android.omninotes.models.adapters.NoteAdapter
2588cfb6a42f7d9d44b5d07118a921e24df32802;Extract Method;Extract Method	public setLayout(layout int) : void extracted from public NoteAdapter(activity Activity, layout int, notes List<Note>) in class it.feio.android.omninotes.models.adapters.NoteAdapter
2588cfb6a42f7d9d44b5d07118a921e24df32802;Extract And Move Method;Extract And Move Method	public isEmpty() : boolean extracted from public trashNotes(trash boolean) : void in class it.feio.android.omninotes.ListFragment & moved to class it.feio.android.omninotes.models.adapters.NoteAdapter
2588cfb6a42f7d9d44b5d07118a921e24df32802;Extract And Move Method;Extract And Move Method	public isEmpty() : boolean extracted from private deleteNotesExecute() : void in class it.feio.android.omninotes.ListFragment & moved to class it.feio.android.omninotes.models.adapters.NoteAdapter
2588cfb6a42f7d9d44b5d07118a921e24df32802;Extract And Move Method;Extract And Move Method	public isEmpty() : boolean extracted from public archiveNotes(archive boolean) : void in class it.feio.android.omninotes.ListFragment & moved to class it.feio.android.omninotes.models.adapters.NoteAdapter
2588cfb6a42f7d9d44b5d07118a921e24df32802;Extract And Move Method;Extract And Move Method	public isEmpty() : boolean extracted from private categorizeNotesExecute(category Category) : void in class it.feio.android.omninotes.ListFragment & moved to class it.feio.android.omninotes.models.adapters.NoteAdapter
2588cfb6a42f7d9d44b5d07118a921e24df32802;Extract And Move Method;Extract And Move Method	public isEmpty() : boolean extracted from private tagNotesExecute(tags List<Tag>, selectedTags Integer[], preSelectedTags Integer[]) : void in class it.feio.android.omninotes.ListFragment & moved to class it.feio.android.omninotes.models.adapters.NoteAdapter
96f717b7d5d9ba88338c59bcba9dbb4a0cb966ab;Rename Class;Rename Class	it.feio.android.omninotes.utils.MiscUtils renamed to it.feio.android.omninotes.utils.SystemHelper
7c8348e8b7a96338d3f3c6d9ff1fcd7e666224a2;Extract Method;Extract Method	private init() : void extracted from public onActivityCreated(savedInstanceState Bundle) : void in class it.feio.android.omninotes.ListFragment
48a48d2c6536d8a9ed1fa0d03f562317212a7a36;Move Class;Move Class	it.feio.android.omninotes.test.BaseAndroidTestCase moved to it.feio.android.omninotes.BaseAndroidTestCase
48a48d2c6536d8a9ed1fa0d03f562317212a7a36;Move Class;Move Class	it.feio.android.omninotes.test.NoteWithAudio moved to it.feio.android.omninotes.NoteWithAudio
48a48d2c6536d8a9ed1fa0d03f562317212a7a36;Move Class;Move Class	it.feio.android.omninotes.test.NoteWithAudioAndCategory moved to it.feio.android.omninotes.NoteWithAudioAndCategory
48a48d2c6536d8a9ed1fa0d03f562317212a7a36;Move Class;Move Class	it.feio.android.omninotes.test.NoteWithReminderAndSketch moved to it.feio.android.omninotes.NoteWithReminderAndSketch
48a48d2c6536d8a9ed1fa0d03f562317212a7a36;Move Class;Move Class	it.feio.android.omninotes.test.NoteWithTitleAndContent moved to it.feio.android.omninotes.NoteWithTitleAndContent
48a48d2c6536d8a9ed1fa0d03f562317212a7a36;Move Class;Move Class	it.feio.android.omninotes.test.db.DbHelperTest moved to it.feio.android.omninotes.db.DbHelperTest
48a48d2c6536d8a9ed1fa0d03f562317212a7a36;Move Class;Move Class	it.feio.android.omninotes.test.helpers.NotesHelperTest moved to it.feio.android.omninotes.helpers.NotesHelperTest
48a48d2c6536d8a9ed1fa0d03f562317212a7a36;Move Class;Move Class	it.feio.android.omninotes.test.utils.GeocodeHelperTest moved to it.feio.android.omninotes.utils.GeocodeHelperTest
48a48d2c6536d8a9ed1fa0d03f562317212a7a36;Move Class;Move Class	it.feio.android.omninotes.test.utils.SecurityTest moved to it.feio.android.omninotes.utils.SecurityTest
48a48d2c6536d8a9ed1fa0d03f562317212a7a36;Move Class;Move Class	it.feio.android.omninotes.test.utils.date.DateHelperTest moved to it.feio.android.omninotes.utils.date.DateHelperTest
d03da117a1112649c792b3fae82070478d84da37;Extract Method;Extract Method	public getInstance(context Context) : DbHelper extracted from public getInstance() : DbHelper in class it.feio.android.omninotes.db.DbHelper
faa4e2e8b69a2974d3d9edd1b052b533e2b9d8a7;Rename Method;Rename Method	public testGetAllTripDeliveries() : void renamed to public retrievesTagsFromNote() : void in class it.feio.android.omninotes.utils.TagsHelperTest
0bd1caa6685393e93e687408060b6b208f9b43db;Extract Superclass;Extract Superclass	it.feio.android.omninotes.test.BaseRobotiumTest from classes [it.feio.android.omninotes.test.AutoBackupFileObserverTest, it.feio.android.omninotes.test.NoteWithAudioAndCategoryTest, it.feio.android.omninotes.test.NoteWithAudioTest, it.feio.android.omninotes.test.NoteWithReminderAndSketchTest, it.feio.android.omninotes.test.NoteWithTitleAndContentTest]
0bd1caa6685393e93e687408060b6b208f9b43db;Pull Up Method;Pull Up Method	public setUp() : void from class it.feio.android.omninotes.test.AutoBackupFileObserverTest to public setUp() : void from class it.feio.android.omninotes.test.BaseRobotiumTest
0bd1caa6685393e93e687408060b6b208f9b43db;Pull Up Method;Pull Up Method	public tearDown() : void from class it.feio.android.omninotes.test.AutoBackupFileObserverTest to public tearDown() : void from class it.feio.android.omninotes.test.BaseRobotiumTest
0bd1caa6685393e93e687408060b6b208f9b43db;Pull Up Attribute;Pull Up Attribute	protected solo : Solo from class it.feio.android.omninotes.test.AutoBackupFileObserverTest to class it.feio.android.omninotes.test.BaseRobotiumTest
0bd1caa6685393e93e687408060b6b208f9b43db;Pull Up Method;Pull Up Method	public setUp() : void from class it.feio.android.omninotes.test.NoteWithAudioAndCategoryTest to public setUp() : void from class it.feio.android.omninotes.test.BaseRobotiumTest
0bd1caa6685393e93e687408060b6b208f9b43db;Pull Up Method;Pull Up Method	public tearDown() : void from class it.feio.android.omninotes.test.NoteWithAudioAndCategoryTest to public tearDown() : void from class it.feio.android.omninotes.test.BaseRobotiumTest
0bd1caa6685393e93e687408060b6b208f9b43db;Pull Up Attribute;Pull Up Attribute	protected solo : Solo from class it.feio.android.omninotes.test.NoteWithAudioAndCategoryTest to class it.feio.android.omninotes.test.BaseRobotiumTest
0bd1caa6685393e93e687408060b6b208f9b43db;Pull Up Method;Pull Up Method	public setUp() : void from class it.feio.android.omninotes.test.NoteWithAudioTest to public setUp() : void from class it.feio.android.omninotes.test.BaseRobotiumTest
0bd1caa6685393e93e687408060b6b208f9b43db;Pull Up Method;Pull Up Method	public tearDown() : void from class it.feio.android.omninotes.test.NoteWithAudioTest to public tearDown() : void from class it.feio.android.omninotes.test.BaseRobotiumTest
0bd1caa6685393e93e687408060b6b208f9b43db;Pull Up Attribute;Pull Up Attribute	protected solo : Solo from class it.feio.android.omninotes.test.NoteWithAudioTest to class it.feio.android.omninotes.test.BaseRobotiumTest
0bd1caa6685393e93e687408060b6b208f9b43db;Pull Up Method;Pull Up Method	public setUp() : void from class it.feio.android.omninotes.test.NoteWithReminderAndSketchTest to public setUp() : void from class it.feio.android.omninotes.test.BaseRobotiumTest
0bd1caa6685393e93e687408060b6b208f9b43db;Pull Up Method;Pull Up Method	public tearDown() : void from class it.feio.android.omninotes.test.NoteWithReminderAndSketchTest to public tearDown() : void from class it.feio.android.omninotes.test.BaseRobotiumTest
0bd1caa6685393e93e687408060b6b208f9b43db;Pull Up Attribute;Pull Up Attribute	protected solo : Solo from class it.feio.android.omninotes.test.NoteWithReminderAndSketchTest to class it.feio.android.omninotes.test.BaseRobotiumTest
0bd1caa6685393e93e687408060b6b208f9b43db;Pull Up Method;Pull Up Method	public setUp() : void from class it.feio.android.omninotes.test.NoteWithTitleAndContentTest to public setUp() : void from class it.feio.android.omninotes.test.BaseRobotiumTest
0bd1caa6685393e93e687408060b6b208f9b43db;Pull Up Method;Pull Up Method	public tearDown() : void from class it.feio.android.omninotes.test.NoteWithTitleAndContentTest to public tearDown() : void from class it.feio.android.omninotes.test.BaseRobotiumTest
0bd1caa6685393e93e687408060b6b208f9b43db;Pull Up Attribute;Pull Up Attribute	protected solo : Solo from class it.feio.android.omninotes.test.NoteWithTitleAndContentTest to class it.feio.android.omninotes.test.BaseRobotiumTest
1804de444dad55ad3cdb72d019c6f05474aac2be;Extract Method;Extract Method	public getInstance(forcedNewInstance boolean) : DbHelper extracted from public getInstance() : DbHelper in class it.feio.android.omninotes.db.DbHelper
871c4553ecc792372ac24e496af4d353f3a8a4b7;Move Class;Move Class	it.feio.android.omninotes.utils.date.DateHelper moved to it.feio.android.omninotes.helpers.date.DateHelper
871c4553ecc792372ac24e496af4d353f3a8a4b7;Rename Class;Rename Class	it.feio.android.omninotes.utils.date.DateHelperTest renamed to it.feio.android.omninotes.utils.date.DateUtilsTest
349ced0680a8c3e6267c17e90f2165327bd55cf2;Rename Class;Rename Class	it.feio.android.omninotes.utils.Constants renamed to it.feio.android.omninotes.utils.ConstantsBase
b2af45a5a592e434e6fcbd21deece4961b220bfd;Move Method;Move Method	private isGooglePlayAvailable() : boolean from class it.feio.android.omninotes.async.UpdaterTask to public isGooglePlayAvailable(context Context) : boolean from class it.feio.android.omninotes.utils.MiscUtils
3cefe46e6ee9a538f24808d34d2e2295012b8f92;Extract Method;Extract Method	public deleteNote(noteId long, keepAttachments boolean) : boolean extracted from public deleteNote(note Note, keepAttachments boolean) : boolean in class it.feio.android.omninotes.db.DbHelper
3cefe46e6ee9a538f24808d34d2e2295012b8f92;Rename Method;Rename Method	public onEventAsync(notesUpdatedEvent NotesUpdatedEvent) : void renamed to public onEvent(notesUpdatedEvent NotesUpdatedEvent) : void in class it.feio.android.omninotes.services.AutoBackupFileObserver
164161303df951c881a8e792d48aa85121014304;Rename Class;Rename Class	it.feio.android.omninotes.test.NoteWithAudioAndCategory renamed to it.feio.android.omninotes.test.NoteWithAudioAndCategoryTest
164161303df951c881a8e792d48aa85121014304;Rename Class;Rename Class	it.feio.android.omninotes.test.NoteWithAudio renamed to it.feio.android.omninotes.test.NoteWithAudioTest
164161303df951c881a8e792d48aa85121014304;Rename Class;Rename Class	it.feio.android.omninotes.test.NoteWithReminderAndSketch renamed to it.feio.android.omninotes.test.NoteWithReminderAndSketchTest
164161303df951c881a8e792d48aa85121014304;Rename Class;Rename Class	it.feio.android.omninotes.test.NoteWithTitleAndContent renamed to it.feio.android.omninotes.test.NoteWithTitleAndContentTest
7f1f0b42e81516aa6bb40e1e67d9fe7d2e0cf7cb;Move Attribute;Move Attribute	public notes : List<Note> from class it.feio.android.omninotes.async.bus.NotesSavedEvent to class it.feio.android.omninotes.async.bus.NotesUpdatedEvent
9148b084ef86cd714953ede9f7dd2efba99066a1;Rename Method;Rename Method	private setAlarm(prefs SharedPreferences, notificationsHelper NotificationsHelper) : void renamed to private setRingtone(prefs SharedPreferences, notificationsHelper NotificationsHelper) : void in class it.feio.android.omninotes.receiver.AlarmReceiver
99598b981811cc5f841222da7a0ba0ab9f36e2f8;Inline Method;Inline Method	public setMergedValues(mergedNote Note) inlined to public mergeNotes(notes List<Note>, keepMergedNotes boolean) : Note in class it.feio.android.omninotes.helpers.NotesHelper
081e94c27c216fd9647b6f3120a51f3f8f365569;Extract Method;Extract Method	public appendContent(note Note, content StringBuilder) : StringBuilder extracted from public mergeNotes(notes List<Note>, keepMergedNotes boolean) : Note in class it.feio.android.omninotes.helpers.NotesHelper
081e94c27c216fd9647b6f3120a51f3f8f365569;Extract Method;Extract Method	public addAttachments(keepMergedNotes boolean, note Note) : void extracted from public mergeNotes(notes List<Note>, keepMergedNotes boolean) : Note in class it.feio.android.omninotes.helpers.NotesHelper
64ba54a29b7ae96f0d94e4b3e6289dfb55dafe92;Extract Method;Extract Method	private setAlarm(prefs SharedPreferences, notificationsHelper NotificationsHelper) : void extracted from private createNotification(mContext Context, note Note) : void in class it.feio.android.omninotes.receiver.AlarmReceiver
64ba54a29b7ae96f0d94e4b3e6289dfb55dafe92;Extract Method;Extract Method	private setVibrate(prefs SharedPreferences, notificationsHelper NotificationsHelper) : void extracted from private createNotification(mContext Context, note Note) : void in class it.feio.android.omninotes.receiver.AlarmReceiver
9bc334cea470c94d5e2b28469d2358cf6117beea;Extract Method;Extract Method	public importNote(file File) : void extracted from public importNotes(backupDir File) : void in class it.feio.android.omninotes.helpers.BackupHelper
7d7773119686adab39c0d8a5662f3e9395493cad;Rename Class;Rename Class	it.feio.android.omninotes.async.bus.NoteSavedEvent renamed to it.feio.android.omninotes.async.bus.NotesSavedEvent
a6d0e50044e5fee63983f4ffabb277dfbae4cc94;Extract Method;Extract Method	public exportNote(backupDir File, note Note) : void extracted from public exportNotes(backupDir File) : void in class it.feio.android.omninotes.helpers.BackupHelper
a6d0e50044e5fee63983f4ffabb277dfbae4cc94;Extract Method;Extract Method	public exportAttachments(notificationsHelper NotificationsHelper, destinationattachmentsDir File, list List<Attachment>) : void extracted from public exportAttachments(backupDir File, notificationsHelper NotificationsHelper) : boolean in class it.feio.android.omninotes.helpers.BackupHelper
e722a83cbd3f9ab0d1439b110d04ae005fc83539;Move Attribute;Move Attribute	public ACTION_DATA_IMPORT_SPRINGPAD : String from class it.feio.android.omninotes.async.DataBackupIntentService to class it.feio.android.omninotes.helpers.SpringImportHelper
e722a83cbd3f9ab0d1439b110d04ae005fc83539;Move Attribute;Move Attribute	public EXTRA_SPRINGPAD_BACKUP : String from class it.feio.android.omninotes.async.DataBackupIntentService to class it.feio.android.omninotes.helpers.SpringImportHelper
e722a83cbd3f9ab0d1439b110d04ae005fc83539;Move Attribute;Move Attribute	private importedSpringpadNotes : int from class it.feio.android.omninotes.async.DataBackupIntentService to class it.feio.android.omninotes.helpers.SpringImportHelper
e722a83cbd3f9ab0d1439b110d04ae005fc83539;Move Attribute;Move Attribute	private importedSpringpadNotebooks : int from class it.feio.android.omninotes.async.DataBackupIntentService to class it.feio.android.omninotes.helpers.SpringImportHelper
e722a83cbd3f9ab0d1439b110d04ae005fc83539;Move Method;Move Method	private importDataFromSpringpad(intent Intent) : void from class it.feio.android.omninotes.async.DataBackupIntentService to public importDataFromSpringpad(intent Intent, mNotificationsHelper NotificationsHelper) : void from class it.feio.android.omninotes.helpers.SpringImportHelper
e722a83cbd3f9ab0d1439b110d04ae005fc83539;Move Method;Move Method	private updateImportNotification(importer Importer) : void from class it.feio.android.omninotes.async.DataBackupIntentService to private updateImportNotification(importer Importer, mNotificationsHelper NotificationsHelper) : void from class it.feio.android.omninotes.helpers.SpringImportHelper
e722a83cbd3f9ab0d1439b110d04ae005fc83539;Move Method;Move Method	private exportNotes(backupDir File) : void from class it.feio.android.omninotes.async.DataBackupIntentService to public exportNotes(backupDir File) : void from class it.feio.android.omninotes.helpers.BackupHelper
e722a83cbd3f9ab0d1439b110d04ae005fc83539;Move Method;Move Method	private exportAttachments(backupDir File) : boolean from class it.feio.android.omninotes.async.DataBackupIntentService to public exportAttachments(backupDir File, notificationsHelper NotificationsHelper) : boolean from class it.feio.android.omninotes.helpers.BackupHelper
e722a83cbd3f9ab0d1439b110d04ae005fc83539;Move Method;Move Method	private exportSettings(backupDir File) : boolean from class it.feio.android.omninotes.async.DataBackupIntentService to public exportSettings(backupDir File) : boolean from class it.feio.android.omninotes.helpers.BackupHelper
e722a83cbd3f9ab0d1439b110d04ae005fc83539;Move Method;Move Method	private importSettings(backupDir File) : boolean from class it.feio.android.omninotes.async.DataBackupIntentService to public importSettings(backupDir File) : boolean from class it.feio.android.omninotes.helpers.BackupHelper
e722a83cbd3f9ab0d1439b110d04ae005fc83539;Move Method;Move Method	private importNotes(backupDir File) : void from class it.feio.android.omninotes.async.DataBackupIntentService to public importNotes(backupDir File) : void from class it.feio.android.omninotes.helpers.BackupHelper
e722a83cbd3f9ab0d1439b110d04ae005fc83539;Move Method;Move Method	private importAttachments(backupDir File) : boolean from class it.feio.android.omninotes.async.DataBackupIntentService to public importAttachments(backupDir File, notificationsHelper NotificationsHelper) : boolean from class it.feio.android.omninotes.helpers.BackupHelper
2ea66f64ff3a50abd312c124a48dbabb8ae6843a;Extract Method;Extract Method	public isDebugBuild() : boolean extracted from public onCreate() : void in class it.feio.android.omninotes.OmniNotes
01669e0f30f4babd786d85e0ace3bd5946d0b980;Extract Method;Extract Method	private trackModifiedNotes(modifiedNotesToTrack List<Note>) : void extracted from public trashNotes(trash boolean) : void in class it.feio.android.omninotes.ListFragment
01669e0f30f4babd786d85e0ace3bd5946d0b980;Extract Method;Extract Method	private trackModifiedNotes(modifiedNotesToTrack List<Note>) : void extracted from public archiveNotes(archive boolean) : void in class it.feio.android.omninotes.ListFragment
01669e0f30f4babd786d85e0ace3bd5946d0b980;Extract Method;Extract Method	private trackModifiedNotes(modifiedNotesToTrack List<Note>) : void extracted from private categorizeNotesExecute(category Category) : void in class it.feio.android.omninotes.ListFragment
5eb82294c1584d39e4d8cc2aeb26483ab19817d3;Extract Method;Extract Method	private manageNotification(prefs SharedPreferences) : void extracted from protected onCreate(savedInstanceState Bundle) : void in class it.feio.android.omninotes.SnoozeActivity
5eb82294c1584d39e4d8cc2aeb26483ab19817d3;Extract Method;Extract Method	private postpone(prefs SharedPreferences, alarm Long, recurrenceRule String) : void extracted from protected onCreate(savedInstanceState Bundle) : void in class it.feio.android.omninotes.SnoozeActivity
a4e85e485f9bc9dc74c8113f7a31b30801135a5b;Extract And Move Method;Extract And Move Method	public changeImageViewDrawableColor(imageView ImageView, color int) : void extracted from public onColorSelection(colorChooserDialog ColorChooserDialog, color int) : void in class it.feio.android.omninotes.CategoryActivity & moved to class it.feio.android.omninotes.utils.BitmapHelper
f8c9248023ce54885a7c06ad0df86bb3214e3269;Rename Method;Rename Method	private initContent() : EditText renamed to private initViewContent() : void in class it.feio.android.omninotes.DetailFragment
f8c9248023ce54885a7c06ad0df86bb3214e3269;Extract Method;Extract Method	private initViewFooter() : void extracted from private initViews() : void in class it.feio.android.omninotes.DetailFragment
f8c9248023ce54885a7c06ad0df86bb3214e3269;Extract Method;Extract Method	private initViewReminder() : void extracted from private initViews() : void in class it.feio.android.omninotes.DetailFragment
f8c9248023ce54885a7c06ad0df86bb3214e3269;Extract Method;Extract Method	private initViewLocation() : void extracted from private initViews() : void in class it.feio.android.omninotes.DetailFragment
f8c9248023ce54885a7c06ad0df86bb3214e3269;Extract Method;Extract Method	private initViewAttachments() : void extracted from private initViews() : void in class it.feio.android.omninotes.DetailFragment
f8c9248023ce54885a7c06ad0df86bb3214e3269;Extract Method;Extract Method	private initViewTitle() : void extracted from private initViews() : void in class it.feio.android.omninotes.DetailFragment
f2850dcf48c9c35015d447226e907abc30146bf8;Rename Method;Rename Method	private setAddress() : void renamed to public onLocationRetrieved(location Location) : void in class it.feio.android.omninotes.DetailFragment
f2850dcf48c9c35015d447226e907abc30146bf8;Rename Method;Rename Method	public notCoordinates(string String) : boolean renamed to public areCoordinates(string String) : boolean in class it.feio.android.omninotes.utils.GeocodeHelper
f2a9aa6edf922fb470fb10f1a0f6fea3f821d95d;Extract Method;Extract Method	public getDatabase(forceWritable boolean) : SQLiteDatabase extracted from public getDatabase() : SQLiteDatabase in class it.feio.android.omninotes.db.DbHelper
ffb9f2a3b4cbf99ad8cc78d430203c66897c4527;Move Attribute;Move Attribute	private ANALYTICS_URL : String from class it.feio.android.omninotes.utils.Constants to class it.feio.android.omninotes.helpers.AnalyticsHelper
394d8ad0e87b6957084ef9613c0541277478fb19;Extract Superclass;Extract Superclass	it.feio.android.omninotes.intro.IntroFragment from classes [it.feio.android.omninotes.intro.IntroSlide1, it.feio.android.omninotes.intro.IntroSlide2, it.feio.android.omninotes.intro.IntroSlide3, it.feio.android.omninotes.intro.IntroSlide4, it.feio.android.omninotes.intro.IntroSlide5, it.feio.android.omninotes.intro.IntroSlide6]
394d8ad0e87b6957084ef9613c0541277478fb19;Pull Up Method;Pull Up Method	public onCreateView(inflater LayoutInflater, container ViewGroup, savedInstanceState Bundle) : View from class it.feio.android.omninotes.intro.IntroSlide1 to public onCreateView(inflater LayoutInflater, container ViewGroup, savedInstanceState Bundle) : View from class it.feio.android.omninotes.intro.IntroFragment
394d8ad0e87b6957084ef9613c0541277478fb19;Pull Up Method;Pull Up Method	public onCreateView(inflater LayoutInflater, container ViewGroup, savedInstanceState Bundle) : View from class it.feio.android.omninotes.intro.IntroSlide2 to public onCreateView(inflater LayoutInflater, container ViewGroup, savedInstanceState Bundle) : View from class it.feio.android.omninotes.intro.IntroFragment
394d8ad0e87b6957084ef9613c0541277478fb19;Pull Up Method;Pull Up Method	public onCreateView(inflater LayoutInflater, container ViewGroup, savedInstanceState Bundle) : View from class it.feio.android.omninotes.intro.IntroSlide3 to public onCreateView(inflater LayoutInflater, container ViewGroup, savedInstanceState Bundle) : View from class it.feio.android.omninotes.intro.IntroFragment
394d8ad0e87b6957084ef9613c0541277478fb19;Pull Up Method;Pull Up Method	public onCreateView(inflater LayoutInflater, container ViewGroup, savedInstanceState Bundle) : View from class it.feio.android.omninotes.intro.IntroSlide4 to public onCreateView(inflater LayoutInflater, container ViewGroup, savedInstanceState Bundle) : View from class it.feio.android.omninotes.intro.IntroFragment
394d8ad0e87b6957084ef9613c0541277478fb19;Pull Up Method;Pull Up Method	public onCreateView(inflater LayoutInflater, container ViewGroup, savedInstanceState Bundle) : View from class it.feio.android.omninotes.intro.IntroSlide5 to public onCreateView(inflater LayoutInflater, container ViewGroup, savedInstanceState Bundle) : View from class it.feio.android.omninotes.intro.IntroFragment
394d8ad0e87b6957084ef9613c0541277478fb19;Pull Up Method;Pull Up Method	public onCreateView(inflater LayoutInflater, container ViewGroup, savedInstanceState Bundle) : View from class it.feio.android.omninotes.intro.IntroSlide6 to public onCreateView(inflater LayoutInflater, container ViewGroup, savedInstanceState Bundle) : View from class it.feio.android.omninotes.intro.IntroFragment
d2d1e3e278c936f973794d51d34d43a9a21c56d3;Inline Method;Inline Method	public addReminder(context Context, note Note, reminder long, showMessage boolean) : void inlined to public addReminder(context Context, note Note, reminder long) : void in class it.feio.android.omninotes.utils.ReminderHelper
9dd03fba58e9d577258ecbf37016228a9802824e;Move Method;Move Method	public restartApp(mContext Context) : void from class it.feio.android.omninotes.OmniNotes to public restartApp(mContext Context, activityClass Class) : void from class it.feio.android.omninotes.utils.MiscUtils
1b973ede91a1dba22f3ce9570658c686b3a3b1dd;Rename Method;Rename Method	public onEventAsync(navigationUpdatedNavDrawerClosedEvent NavigationUpdatedNavDrawerClosedEvent) : void renamed to public onEvent(navigationUpdatedNavDrawerClosedEvent NavigationUpdatedNavDrawerClosedEvent) : void in class it.feio.android.omninotes.ListFragment
98ae8e4f7e0f49d7025300b4c173d01718ac9aa4;Extract Method;Extract Method	private getLocation() : Location extracted from private initViews() : void in class it.feio.android.omninotes.DetailFragment
98ae8e4f7e0f49d7025300b4c173d01718ac9aa4;Extract Method;Extract Method	private getLocation() : Location extracted from private setAddress() : void in class it.feio.android.omninotes.DetailFragment
