CommitId;RefactoringType;RefactoringDetail
9a2f048e1a3bff88885f50dc09aad0c462c460e5;Move Source Folder;Move Source Folder	app/src/main to app/src/play
402b050d17f3fa737b701750d5f70ba43dc637a8;Extract Method;Extract Method	private parentIndent(parentId Long noteId long) : String extracted from private insertNoteTree(db SQLiteDatabase newPrevious Long newParent Long oldParent Long newListId Long oldListId Long where String whereArgs String[]) : void in class com.nononsenseapps.notepad.NotePadProvider
fe4d8038dce2fa1bfaa7f40b95189525d0f26e71;Rename Method;Rename Method	private detachChildren(db SQLiteDatabase listId Long parentId Long parentOfParent Long previousOfParent Long) : void renamed to private detachNote(db SQLiteDatabase noteId long) : ContentValues in class com.nononsenseapps.notepad.NotePadProvider
fe4d8038dce2fa1bfaa7f40b95189525d0f26e71;Inline Method;Inline Method	private deleteNotesInListFromDb(db SQLiteDatabase listId String) : int inlined to private deleteListFromDb(db SQLiteDatabase id String where String whereArgs String[]) : int in class com.nononsenseapps.notepad.NotePadProvider
fe4d8038dce2fa1bfaa7f40b95189525d0f26e71;Inline Method;Inline Method	private removeFromList(db SQLiteDatabase values ContentValues where String whereArgs String[]) : int inlined to private detachNote(db SQLiteDatabase noteId long) : ContentValues in class com.nononsenseapps.notepad.NotePadProvider
63def5ff73a4ffe91970267acaae760fe57c797c;Rename Method;Rename Method	private updateChildrenOfDeleted(db SQLiteDatabase parentId Long parentOfParent Long previousOfParent Long prevTruePos String nextTruePos String) : ContentValues renamed to private detachChildren(db SQLiteDatabase listId Long parentId Long parentOfParent Long previousOfParent Long) : void in class com.nononsenseapps.notepad.NotePadProvider
63def5ff73a4ffe91970267acaae760fe57c797c;Extract Method;Extract Method	private removeFromList(db SQLiteDatabase values ContentValues where String whereArgs String[]) : int extracted from private updateChildrenOfDeleted(db SQLiteDatabase parentId Long parentOfParent Long previousOfParent Long prevTruePos String nextTruePos String) : ContentValues in class com.nononsenseapps.notepad.NotePadProvider
0c2416fb7032111d128bbecc66ec3832ef868cbd;Rename Method;Rename Method	private getTruePosOfLastRecursiveChild(db SQLiteDatabase parentId Long parentNextTruePos String) : String renamed to private copyDeleteRecursively(db SQLiteDatabase parentId Long listId Long parentNextTruePos String) : String in class com.nononsenseapps.notepad.NotePadProvider
8f1eabf54674bf2cfc8e4e4cd20a07cd40260a85;Extract Method;Extract Method	private addSectionToAdapter(sectionId long sectionname String data Cursor comp Comparator<String>) : void extracted from private addSectionToAdapter(sectionname String data Cursor comp Comparator<String>) : void in class com.nononsenseapps.notepad.NotesListFragment
fff7d2c244bad6c1f142af79b4febf29e8572447;Rename Method;Rename Method	public Tomorrow() : String renamed to public dateTomorrow() : String in class com.nononsenseapps.util.TimeHelper
fff7d2c244bad6c1f142af79b4febf29e8572447;Rename Method;Rename Method	public DateEightDay() : String renamed to public dateEightDay() : String in class com.nononsenseapps.util.TimeHelper
fff7d2c244bad6c1f142af79b4febf29e8572447;Rename Method;Rename Method	public Today() : String renamed to public dateToday() : String in class com.nononsenseapps.util.TimeHelper
853ebe7ddaf6d129c7823a53591df0b98b00b099;Rename Method;Rename Method	public DateTomorrowStart() : String renamed to public Tomorrow() : String in class com.nononsenseapps.util.TimeHelper
7c9d6b20b9958b428b98fb964c96ef2aad8f5edd;Extract Method;Extract Method	private addSectionToAdapter(sectionname String data Cursor) : void extracted from public onLoadFinished(loader Loader<Cursor> data Cursor) : void in class com.nononsenseapps.notepad.NotesListFragment
a7108f97765a5bd2aa199c9f37a43c7f02f1db43;Extract Method;Extract Method	private getSectionNameLoader() : CursorLoader extracted from public onCreateLoader(id int args Bundle) : Loader<Cursor> in class com.nononsenseapps.notepad.NotesListFragment
7cd5641bfc06e2d4da606ff32b40ddfa4c38c95f;Extract Method;Extract Method	public clearNoSave() : void extracted from private showNote(mCursor Cursor) : void in class com.nononsenseapps.notepad.NotesEditorFragment
de3742a9b95d31dbcb9d35fe5fcce989252ce174;Rename Class;Rename Class	com.nononsenseapps.notepad.FragmentLayout renamed to com.nononsenseapps.notepad.MainActivity
13b77703fa15ab7c3f8bda67d44696bb9a0af1dd;Extract Method;Extract Method	private leftOrTabletCreate(savedInstanceState Bundle) : void extracted from protected onCreate(savedInstanceState Bundle) : void in class com.nononsenseapps.notepad.FragmentLayout
4358f8bff5626c36c0e5dedaada47f59444fd1aa;Extract Method;Extract Method	private showNoteAndSelect(index int) : void extracted from private showFirstBestNote() : void in class com.nononsenseapps.notepad.NotesListFragment
28268f72e444a9b4038a3fbe230114d4c0c44353;Extract Superclass;Extract Superclass	com.nononsenseapps.helpers.dualpane.DualLayoutActivity from classes [com.nononsenseapps.notepad.FragmentLayout]
28268f72e444a9b4038a3fbe230114d4c0c44353;Extract Superclass;Extract Superclass	com.nononsenseapps.helpers.dualpane.NoNonsenseListFragment from classes [com.nononsenseapps.notepad.NotesListFragment]
28268f72e444a9b4038a3fbe230114d4c0c44353;Move Attribute;Move Attribute	private currentId : long from class com.nononsenseapps.notepad.FragmentLayout.NotesEditorActivity to class com.nononsenseapps.notepad.FragmentLayout
28268f72e444a9b4038a3fbe230114d4c0c44353;Extract Method;Extract Method	private setUpList() : void extracted from protected onCreate(savedInstanceState Bundle) : void in class com.nononsenseapps.notepad.FragmentLayout
28268f72e444a9b4038a3fbe230114d4c0c44353;Extract Method;Extract Method	private handleEditIntent(intent Intent) : void extracted from protected onNewIntent(intent Intent) : void in class com.nononsenseapps.notepad.FragmentLayout
28268f72e444a9b4038a3fbe230114d4c0c44353;Extract Method;Extract Method	private handleInsertIntent(intent Intent) : void extracted from protected onNewIntent(intent Intent) : void in class com.nononsenseapps.notepad.FragmentLayout
28268f72e444a9b4038a3fbe230114d4c0c44353;Pull Up Method;Pull Up Method	public onCreateView(inflater LayoutInflater container ViewGroup savedInstanceState Bundle) : View from class com.nononsenseapps.notepad.NotesListFragment to public onCreateView(inflater LayoutInflater container ViewGroup savedInstanceState Bundle) : View from class com.nononsenseapps.helpers.dualpane.NoNonsenseListFragment
28268f72e444a9b4038a3fbe230114d4c0c44353;Pull Up Method;Pull Up Method	public onAttach(activity Activity) : void from class com.nononsenseapps.notepad.NotesListFragment to public onAttach(activity Activity) : void from class com.nononsenseapps.helpers.dualpane.NoNonsenseListFragment
28268f72e444a9b4038a3fbe230114d4c0c44353;Move Method;Move Method	private goUp() : void from class com.nononsenseapps.notepad.FragmentLayout.NotesEditorActivity to protected goUp() : void from class com.nononsenseapps.notepad.FragmentLayout
78cd1707f191997a6ab884c27780024a21716c65;Move Class;Move Class	com.nononsenseapps.notepad.DeleteActionProvider moved to com.nononsenseapps.ui.DeleteActionProvider
5bd43b3a887e302b0722e18d76ae8b6928c57a92;Move Attribute;Move Attribute	private account : Account from class com.nononsenseapps.notepad.prefs.PrefsActivity to class com.nononsenseapps.notepad.prefs.SyncPrefs.AccountDialog
5bd43b3a887e302b0722e18d76ae8b6928c57a92;Move Method;Move Method	protected onCreateDialog(id int args Bundle) : Dialog from class com.nononsenseapps.notepad.prefs.PrefsActivity to public onCreateDialog(args Bundle) : Dialog from class com.nononsenseapps.notepad.prefs.SyncPrefs.AccountDialog
5bd43b3a887e302b0722e18d76ae8b6928c57a92;Move Method;Move Method	public accountSelected(account Account) : void from class com.nononsenseapps.notepad.prefs.PrefsActivity to public accountSelected(account Account) : void from class com.nononsenseapps.notepad.prefs.SyncPrefs.AccountDialog
5bd43b3a887e302b0722e18d76ae8b6928c57a92;Move Method;Move Method	public run(future AccountManagerFuture<Bundle>) : void from class com.nononsenseapps.notepad.prefs.PrefsActivity to public run(future AccountManagerFuture<Bundle>) : void from class com.nononsenseapps.notepad.prefs.SyncPrefs.AccountDialog
7dcc3e16d4bcf7497286c789dfbb3774ec3f69da;Move Method;Move Method	protected onCreateDialog(id int) : Dialog from class com.nononsenseapps.notepad.FragmentLayout.NotesPreferencesDialog to protected onCreateDialog(id int) : Dialog from class com.nononsenseapps.notepad.prefs.PrefsActivity
01cd9618d981ab5a0b43a77bb65597614c599cfe;Rename Class;Rename Class	com.nononsenseapps.notepad.widget.StackRemoteViewsFactory renamed to com.nononsenseapps.notepad.widget.ListRemoteViewsFactory
f2a2755491531f0324faddc9881cf103e5f7d3f5;Inline Method;Inline Method	private configDone() : void inlined to protected onCreate(savedInstanceState Bundle) : void in class com.nononsenseapps.notepad.widget.ListWidgetConfigure
54558347b309f5e59da85205ccc5b8e98a6ec725;Extract Method;Extract Method	private openListFromIntent(listId long) : void extracted from protected onNewIntent(intent Intent) : void in class com.nononsenseapps.notepad.FragmentLayout
81f64cddd1660e5e34a57e8d9ad1c0874cf7436e;Extract Method;Extract Method	private handleNoteCreation(listId long) : void extracted from public onOptionsItemSelected(item MenuItem) : boolean in class com.nononsenseapps.notepad.NotesListFragment
db0981c47d5fd7e8ca5dc7be59ab14beec58d01a;Extract Method;Extract Method	public buildRemoteViews(context Context appWidgetId int) : RemoteViews extracted from public onUpdate(context Context appWidgetManager AppWidgetManager appWidgetIds int[]) : void in class com.nononsenseapps.notepad.widget.ListWidgetProvider
0d5d6c106582538d750fec288635795d921aa405;Extract Method;Extract Method	private setViewHolder(view View) : ViewHolder extracted from public bindView(view View context Context cursor Cursor) : void in class com.nononsenseapps.ui.ExtrasCursorAdapter
5d6c3114b623c873616bac20c59ed7f6bc82a1aa;Extract Method;Extract Method	private deleteListFromDb(db SQLiteDatabase id String where String whereArgs String[]) : int extracted from public delete(uri Uri where String whereArgs String[]) : int in class com.nononsenseapps.notepad.NotePadProvider
5d6c3114b623c873616bac20c59ed7f6bc82a1aa;Extract Method;Extract Method	private deleteNoteFromDb(db SQLiteDatabase id String where String whereArgs String[]) : int extracted from public delete(uri Uri where String whereArgs String[]) : int in class com.nononsenseapps.notepad.NotePadProvider
acf98fa6e3736b4dc47b3a3e1b794143fea97795;Rename Method;Rename Method	public getModifiedLists() : ArrayList<GoogleTaskList> renamed to public getAllLists(allLists ArrayList<GoogleTaskList> modifiedLists ArrayList<GoogleTaskList>) : void in class com.nononsenseapps.notepad.sync.googleapi.GoogleDBTalker
22fdb16bdf117b393aee2ab1206107dc8db27aef;Inline Method;Inline Method	private handleConflict(dbTalker GoogleDBTalker apiTalker GoogleAPITalker localList GoogleTaskList) : void inlined to public onPerformSync(account Account extras Bundle authority String provider ContentProviderClient syncResult SyncResult) : void in class com.nononsenseapps.notepad.sync.SyncAdapter
12e0f5d599eb4d867a1cb4a1199478a7733bb2a9;Rename Method;Rename Method	private TaskURL_ETAG_ID(taskId String listId String) : String renamed to private TaskURL_ETAG_ID_UPDATED(taskId String listId String) : String in class com.nononsenseapps.notepad.sync.googleapi.GoogleAPITalker
c659d376b15ef6b651a9036a161ede5a3c55950e;Extract Method;Extract Method	private setDueDate(due String) : void extracted from private showNote(mCursor Cursor) : void in class com.nononsenseapps.notepad.NotesEditorFragment
bc68553fa663e9063f10bd4ad9476259b20e1cda;Move Attribute;Move Attribute	public ALPHABETIC_ASC_ORDER : String from class com.nononsenseapps.notepad.NotePad.Lists to class com.nononsenseapps.notepad.NotePad.Notes
bc68553fa663e9063f10bd4ad9476259b20e1cda;Move Attribute;Move Attribute	public MODIFIED_DESC_ORDER : String from class com.nononsenseapps.notepad.NotePad.Notes to class com.nononsenseapps.notepad.NotePad.Lists
bc68553fa663e9063f10bd4ad9476259b20e1cda;Move Attribute;Move Attribute	public ALPHABETIC_ASC_ORDER : String from class com.nononsenseapps.notepad.NotePad.Lists to class com.nononsenseapps.notepad.NotePad.Notes
bc68553fa663e9063f10bd4ad9476259b20e1cda;Move Attribute;Move Attribute	public MODIFIED_DESC_ORDER : String from class com.nononsenseapps.notepad.NotePad.Notes to class com.nononsenseapps.notepad.NotePad.Lists
bc68553fa663e9063f10bd4ad9476259b20e1cda;Move Attribute;Move Attribute	public ALPHABETIC_ASC_ORDER : String from class com.nononsenseapps.notepad.NotePad.Lists to class com.nononsenseapps.notepad.NotePad.Notes
bc68553fa663e9063f10bd4ad9476259b20e1cda;Move Attribute;Move Attribute	public MODIFIED_DESC_ORDER : String from class com.nononsenseapps.notepad.NotePad.Notes to class com.nononsenseapps.notepad.NotePad.Lists
944b42d29276763244b5708bf6ee7b1476054942;Extract Method;Extract Method	private getListOfLists() : ArrayList<GoogleTaskList> extracted from public getAllLists() : ArrayList<GoogleTaskList> in class com.nononsenseapps.notepad.sync.googleapi.GoogleAPITalker
550a99de55c429d4375a4a8adef9051e181cf433;Move Attribute;Move Attribute	public COLUMN_NAME_GTASKS_ID : String from class com.nononsenseapps.notepad.NotePad.Notes to class com.nononsenseapps.notepad.NotePad.GTasks
550a99de55c429d4375a4a8adef9051e181cf433;Move Attribute;Move Attribute	public COLUMN_NAME_GTASKS_ID : String from class com.nononsenseapps.notepad.NotePad.Notes to class com.nononsenseapps.notepad.NotePad.GTaskLists
550a99de55c429d4375a4a8adef9051e181cf433;Extract Method;Extract Method	private insertNote(uri Uri initialValues ContentValues) : Uri extracted from public insert(uri Uri initialValues ContentValues) : Uri in class com.nononsenseapps.notepad.NotePadProvider
8051bc639c5c5fbbaa852a7ce2b106feb63d289c;Extract Method;Extract Method	private clearFields() : void extracted from private deleteNote() : void in class com.nononsenseapps.notepad.NotesEditorFragment
8051bc639c5c5fbbaa852a7ce2b106feb63d289c;Rename Method;Rename Method	private showFirstNote() : void renamed to private showFirstBestNote() : void in class com.nononsenseapps.notepad.NotesListFragment
aa0cc2763570b8be8a51205a679392bfb56c9070;Extract Method;Extract Method	private saveNote() : void extracted from public onPause() : void in class com.nononsenseapps.notepad.NotesEditorFragment
1d7f403f6467b503c1dc1b8cd7ab993e46a7b70f;Rename Method;Rename Method	public onNewNoteCreated(id long) : void renamed to public onNoteOpened(id long created boolean) : void in class com.nononsenseapps.notepad.FragmentLayout.NotesEditorActivity
1d7f403f6467b503c1dc1b8cd7ab993e46a7b70f;Rename Method;Rename Method	private showTheNote() : void renamed to private showNote(mCursor Cursor) : void in class com.nononsenseapps.notepad.NotesEditorFragment
1d7f403f6467b503c1dc1b8cd7ab993e46a7b70f;Rename Method;Rename Method	public onNewNoteCreated(id long) : void renamed to public onNoteOpened(id long created boolean) : void in class com.nononsenseapps.notepad.NotesListFragment
4cded160ec2f65480a2d3812db7830f74f653952;Move Class;Move Class	com.nononsenseapps.notepad.DateView moved to com.nononsenseapps.ui.DateView
84d08925eb30a2d9551ccfb9cf2cfc50636b3bee;Extract Method;Extract Method	private setActionShareIntent() : void extracted from public onCreateOptionsMenu(menu Menu inflater MenuInflater) : void in class com.nononsenseapps.notepad.NotesEditorFragment
84d08925eb30a2d9551ccfb9cf2cfc50636b3bee;Extract Method;Extract Method	private setActionShareIntent() : void extracted from public afterTextChanged(s Editable) : void in class com.nononsenseapps.notepad.NotesEditorFragment
fac82b44655cb707da9a48a34ea274435c03d93b;Extract Method;Extract Method	public getTypeface(type String) : Typeface extracted from public setTextType(type String) : void in class com.nononsenseapps.ui.TextPreviewPreference
26fe6e4d83c24f3d39beb8e23da4ddbf3a1bb1a2;Rename Method;Rename Method	public onShareTargetSelected(source ShareActionProvider intent Intent) : boolean renamed to public onShareTargetSelectedHC(intent Intent) : boolean in class com.nononsenseapps.notepad.NotesEditorFragment
17129c0fe1ad925930ac8b818aebd0410c8e429e;Extract Method;Extract Method	public onDeleteAction() : void extracted from public onOptionsItemSelected(item MenuItem) : boolean in class com.nononsenseapps.notepad.FragmentLayout
17129c0fe1ad925930ac8b818aebd0410c8e429e;Extract Method;Extract Method	public onDeleteAction() : void extracted from public onOptionsItemSelected(item MenuItem) : boolean in class com.nononsenseapps.notepad.FragmentLayout.NotesEditorActivity
17129c0fe1ad925930ac8b818aebd0410c8e429e;Extract Method;Extract Method	public onDeleteAction() : void extracted from public onActionItemClicked(mode android.view.ActionMode item android.view.MenuItem) : boolean in class com.nononsenseapps.notepad.NotesListFragment.ModeCallbackHC
ff8fd6da2d00fb083fcf203559d756443501677e;Rename Class;Rename Class	com.nononsenseapps.notepad.NotesPreferenceActivity renamed to com.nononsenseapps.notepad.NotesPreferenceFragment
b7dbc11d66e463cae03fb4b4bc087a1e108633af;Move Class;Move Class	com.nononsenseapps.notepad.OnEditorDeleteListener moved to com.nononsenseapps.notepad.interfaces.OnEditorDeleteListener
b7dbc11d66e463cae03fb4b4bc087a1e108633af;Move Class;Move Class	com.nononsenseapps.notepad.OnModalDeleteListener moved to com.nononsenseapps.notepad.interfaces.OnModalDeleteListener
b7dbc11d66e463cae03fb4b4bc087a1e108633af;Move Class;Move Class	com.nononsenseapps.notepad.onNewNoteCreatedListener moved to com.nononsenseapps.notepad.interfaces.onNewNoteCreatedListener
58d5531c65711d858d5c638661fbf2b4e1c756e3;Extract Superclass;Extract Superclass	com.nononsenseapps.notepad.NotesListFragment.ModeCallbackHC from classes [com.nononsenseapps.notepad.NotesListFragment.ModeCallbackICS]
58d5531c65711d858d5c638661fbf2b4e1c756e3;Inline Method;Inline Method	public setSingleCheck(pos int) : void inlined to public setSingleCheck() : void in class com.nononsenseapps.notepad.NotesListFragment
58d5531c65711d858d5c638661fbf2b4e1c756e3;Move Method;Move Method	public onCreateActionMode(mode android.view.ActionMode menu android.view.Menu) : boolean from class com.nononsenseapps.notepad.NotesListFragment.ModeCallback to public onCreateActionMode(mode android.view.ActionMode menu android.view.Menu) : boolean from class com.nononsenseapps.notepad.NotesListFragment.ModeCallbackICS
dc5552f065f3e3e6b61a86f4ee80f1e1f58a4f83;Rename Class;Rename Class	com.nononsenseapps.notepad.NotesPreferenceFragment renamed to com.nononsenseapps.notepad.NotesPreferenceActivity
dc5552f065f3e3e6b61a86f4ee80f1e1f58a4f83;Rename Method;Rename Method	public selectNewId(newId long) : void renamed to private reListNotes() : void in class com.nononsenseapps.notepad.NotesListFragment
dc5552f065f3e3e6b61a86f4ee80f1e1f58a4f83;Move Method;Move Method	private showPrefs() : void from class com.nononsenseapps.notepad.NotesListFragment to private showPrefs() : void from class com.nononsenseapps.notepad.FragmentLayout
dc5552f065f3e3e6b61a86f4ee80f1e1f58a4f83;Extract And Move Method;Extract And Move Method	public onNewNoteCreated(id long) : void extracted from private openNote(savedInstanceState Bundle) : void in class com.nononsenseapps.notepad.NotesEditorFragment & moved to class com.nononsenseapps.notepad.FragmentLayout.NotesEditorActivity
dc5552f065f3e3e6b61a86f4ee80f1e1f58a4f83;Extract And Move Method;Extract And Move Method	public setOnNewNoteCreatedListener(listener onNewNoteCreatedListener) : void extracted from package showNote(index int id long) : void in class com.nononsenseapps.notepad.NotesListFragment & moved to class com.nononsenseapps.notepad.NotesEditorFragment
dc5552f065f3e3e6b61a86f4ee80f1e1f58a4f83;Move Method;Move Method	public onShareTargetSelected(source ShareActionProvider intent Intent) : boolean from class com.nononsenseapps.notepad.NotesEditorFragment to public onShareTargetSelected(source ShareActionProvider intent Intent) : boolean from class com.nononsenseapps.notepad.NotesListFragment.ModeCallbackICS
dc5552f065f3e3e6b61a86f4ee80f1e1f58a4f83;Push Down Method;Push Down Method	public onShareTargetSelected(source ShareActionProvider intent Intent) : boolean from class com.nononsenseapps.notepad.NotesListFragment.ModeCallback to public onShareTargetSelected(source ShareActionProvider intent Intent) : boolean from class com.nononsenseapps.notepad.NotesListFragment.ModeCallbackICS
ac735c5a1e6a856428308dd200a69bce57a5ef64;Extract Method;Extract Method	public setSingleCheck(pos int) : void extracted from public onActivityCreated(savedInstanceState Bundle) : void in class com.nononsenseapps.notepad.NotesListFragment
718f93369dfce2cb9e807506be377eb2522d3665;Extract Method;Extract Method	private showTheNote() : void extracted from public onResume() : void in class com.nononsenseapps.notepad.NotesEditorFragment
7a9d624972d5ee5888c9fa7070223021a43b86fd;Extract Method;Extract Method	private getThemedAdapter(cursor Cursor) : SimpleCursorAdapter extracted from private showResults(query String) : void in class com.nononsenseapps.notepad.NotesList
7a9d624972d5ee5888c9fa7070223021a43b86fd;Extract Method;Extract Method	private getThemedAdapter(cursor Cursor) : SimpleCursorAdapter extracted from private listAllNotes(contentUri Uri) : void in class com.nononsenseapps.notepad.NotesList
eb74a6f3dbcce1fa03016b8517e1c2aa2b9171e5;Move Class;Move Class	com.example.android.notepad.DateView moved to com.nononsenseapps.notepad.DateView
eb74a6f3dbcce1fa03016b8517e1c2aa2b9171e5;Move Class;Move Class	com.example.android.notepad.NoteEditor moved to com.nononsenseapps.notepad.NoteEditor
eb74a6f3dbcce1fa03016b8517e1c2aa2b9171e5;Move Class;Move Class	com.example.android.notepad.NotePad moved to com.nononsenseapps.notepad.NotePad
eb74a6f3dbcce1fa03016b8517e1c2aa2b9171e5;Move Class;Move Class	com.example.android.notepad.NotePadProvider moved to com.nononsenseapps.notepad.NotePadProvider
eb74a6f3dbcce1fa03016b8517e1c2aa2b9171e5;Move Class;Move Class	com.example.android.notepad.NotesList moved to com.nononsenseapps.notepad.NotesList
eb74a6f3dbcce1fa03016b8517e1c2aa2b9171e5;Move Class;Move Class	com.example.android.notepad.NotesLiveFolder moved to com.nononsenseapps.notepad.NotesLiveFolder
e0f4fc737b2c74cd67fb999b59cd700ce0970c5f;Extract Method;Extract Method	private readNote(mUri Uri) : String extracted from private shareNote(mUri Uri) : void in class com.example.android.notepad.NotesList
