CommitId;RefactoringType;RefactoringDetail
5ed4728a246b345eb9742a7c58ab1a9064307c49;Extract And Move Method;Extract And Move Method	public setup(screen PreferenceScreen) : void extracted from public onCreate(savedInstanceState Bundle) : void in class eu.faircode.netguard.FragmentSettings & moved to class eu.faircode.netguard.ActivitySettings
3404a7ecdf4400405c15af15330c3c9da0203ea5;Move Class;Move Class	eu.faircode.netguard.ActivityMain.XmlImportHandler moved to eu.faircode.netguard.ActivitySettings.XmlImportHandler
3404a7ecdf4400405c15af15330c3c9da0203ea5;Move Attribute;Move Attribute	public REQUEST_EXPORT : int from class eu.faircode.netguard.ActivityMain to class eu.faircode.netguard.ActivitySettings
3404a7ecdf4400405c15af15330c3c9da0203ea5;Move Attribute;Move Attribute	public REQUEST_IMPORT : int from class eu.faircode.netguard.ActivityMain to class eu.faircode.netguard.ActivitySettings
3404a7ecdf4400405c15af15330c3c9da0203ea5;Move Attribute;Move Attribute	private INTENT_VPN_SETTINGS : Intent from class eu.faircode.netguard.ActivityMain to class eu.faircode.netguard.FragmentSettings
3404a7ecdf4400405c15af15330c3c9da0203ea5;Move Attribute;Move Attribute	public REQUEST_EXPORT : int from class eu.faircode.netguard.ActivityMain to class eu.faircode.netguard.ActivitySettings
3404a7ecdf4400405c15af15330c3c9da0203ea5;Move Attribute;Move Attribute	public REQUEST_IMPORT : int from class eu.faircode.netguard.ActivityMain to class eu.faircode.netguard.ActivitySettings
3404a7ecdf4400405c15af15330c3c9da0203ea5;Move Attribute;Move Attribute	private INTENT_VPN_SETTINGS : Intent from class eu.faircode.netguard.ActivityMain to class eu.faircode.netguard.FragmentSettings
3404a7ecdf4400405c15af15330c3c9da0203ea5;Move Attribute;Move Attribute	public REQUEST_EXPORT : int from class eu.faircode.netguard.ActivityMain to class eu.faircode.netguard.ActivitySettings
3404a7ecdf4400405c15af15330c3c9da0203ea5;Move Attribute;Move Attribute	public REQUEST_IMPORT : int from class eu.faircode.netguard.ActivityMain to class eu.faircode.netguard.ActivitySettings
3404a7ecdf4400405c15af15330c3c9da0203ea5;Move Attribute;Move Attribute	private INTENT_VPN_SETTINGS : Intent from class eu.faircode.netguard.ActivityMain to class eu.faircode.netguard.FragmentSettings
3404a7ecdf4400405c15af15330c3c9da0203ea5;Move Method;Move Method	private handleExport(data Intent) : void from class eu.faircode.netguard.ActivityMain to private handleExport(data Intent) : void from class eu.faircode.netguard.ActivitySettings
3404a7ecdf4400405c15af15330c3c9da0203ea5;Move Method;Move Method	private handleImport(data Intent) : void from class eu.faircode.netguard.ActivityMain to private handleImport(data Intent) : void from class eu.faircode.netguard.ActivitySettings
3404a7ecdf4400405c15af15330c3c9da0203ea5;Move Method;Move Method	private getIntentCreateDocument() : Intent from class eu.faircode.netguard.ActivityMain to private getIntentCreateDocument() : Intent from class eu.faircode.netguard.FragmentSettings
3404a7ecdf4400405c15af15330c3c9da0203ea5;Move Method;Move Method	private getIntentOpenDocument() : Intent from class eu.faircode.netguard.ActivityMain to private getIntentOpenDocument() : Intent from class eu.faircode.netguard.FragmentSettings
3404a7ecdf4400405c15af15330c3c9da0203ea5;Move Method;Move Method	private xmlExport(out OutputStream) : void from class eu.faircode.netguard.ActivityMain to private xmlExport(out OutputStream) : void from class eu.faircode.netguard.ActivitySettings
3404a7ecdf4400405c15af15330c3c9da0203ea5;Move Method;Move Method	private xmlExport(prefs SharedPreferences serializer XmlSerializer) : void from class eu.faircode.netguard.ActivityMain to private xmlExport(prefs SharedPreferences serializer XmlSerializer) : void from class eu.faircode.netguard.ActivitySettings
3404a7ecdf4400405c15af15330c3c9da0203ea5;Move Method;Move Method	private xmlImport(in InputStream) : void from class eu.faircode.netguard.ActivityMain to private xmlImport(in InputStream) : void from class eu.faircode.netguard.ActivitySettings
3404a7ecdf4400405c15af15330c3c9da0203ea5;Move Method;Move Method	private xmlImport(settings Map<StringObject> prefs SharedPreferences) : void from class eu.faircode.netguard.ActivityMain to private xmlImport(settings Map<StringObject> prefs SharedPreferences) : void from class eu.faircode.netguard.ActivitySettings
3404a7ecdf4400405c15af15330c3c9da0203ea5;Extract And Move Method;Extract And Move Method	protected onActivityResult(requestCode int resultCode int data Intent) : void extracted from protected onActivityResult(requestCode int resultCode int data Intent) : void in class eu.faircode.netguard.ActivityMain & moved to class eu.faircode.netguard.ActivitySettings
801e518795d633565d5a33d66439c2c957b0aa08;Rename Method;Rename Method	private getForegroundNotification() : Notification renamed to private showStartedNotification() : void in class eu.faircode.netguard.SinkholeService
801e518795d633565d5a33d66439c2c957b0aa08;Rename Method;Rename Method	private removeStoppedNotification() : void renamed to private removeStateNotification() : void in class eu.faircode.netguard.SinkholeService
e2b4b7d495cdda0346ca85d0ff1532573ecaa551;Extract Method;Extract Method	private handleExport(data Intent) : void extracted from protected onActivityResult(requestCode int resultCode int data Intent) : void in class eu.faircode.netguard.ActivityMain
e2b4b7d495cdda0346ca85d0ff1532573ecaa551;Extract Method;Extract Method	private handleImport(data Intent) : void extracted from protected onActivityResult(requestCode int resultCode int data Intent) : void in class eu.faircode.netguard.ActivityMain
1de33fd3d99ab3a0ca8f45a0f5cb5f7b4126b320;Extract Method;Extract Method	private showDisabledNotification() : void extracted from public onRevoke() : void in class eu.faircode.netguard.SinkholeService
3c76906cbebbcc99822356569715a1f38f2c5ffc;Rename Method;Rename Method	public addAll(listRule List<Rule>) : void renamed to public set(listRule List<Rule>) : void in class eu.faircode.netguard.RuleAdapter
37b765aff6e15cda5068020d2492d5ba7e5ab482;Inline Method;Inline Method	private fillApplicationList() : void inlined to protected onCreate(savedInstanceState Bundle) : void in class eu.faircode.netguard.ActivityMain
8efa12847d273f6ef96b3547146669976f8281c4;Rename Method;Rename Method	private getBillingResult(responseCode int) : String renamed to private getIABResult(responseCode int) : String in class eu.faircode.netguard.ActivityMain
7aa461383026696ca944f260843ee208ac2ad95e;Extract Method;Extract Method	private menu_network() : void extracted from public onOptionsItemSelected(item MenuItem) : boolean in class eu.faircode.netguard.ActivityMain
7aa461383026696ca944f260843ee208ac2ad95e;Extract Method;Extract Method	private menu_whitelist_wifi(prefs SharedPreferences) : void extracted from public onOptionsItemSelected(item MenuItem) : boolean in class eu.faircode.netguard.ActivityMain
7aa461383026696ca944f260843ee208ac2ad95e;Extract Method;Extract Method	private menu_whitelist_other(prefs SharedPreferences) : void extracted from public onOptionsItemSelected(item MenuItem) : boolean in class eu.faircode.netguard.ActivityMain
7aa461383026696ca944f260843ee208ac2ad95e;Extract Method;Extract Method	private menu_reset_wifi() : void extracted from public onOptionsItemSelected(item MenuItem) : boolean in class eu.faircode.netguard.ActivityMain
7aa461383026696ca944f260843ee208ac2ad95e;Extract Method;Extract Method	private menu_reset_other() : void extracted from public onOptionsItemSelected(item MenuItem) : boolean in class eu.faircode.netguard.ActivityMain
7aa461383026696ca944f260843ee208ac2ad95e;Extract Method;Extract Method	private menu_theme(prefs SharedPreferences) : void extracted from public onOptionsItemSelected(item MenuItem) : boolean in class eu.faircode.netguard.ActivityMain
7aa461383026696ca944f260843ee208ac2ad95e;Extract Method;Extract Method	private menu_vpn_settings() : void extracted from public onOptionsItemSelected(item MenuItem) : boolean in class eu.faircode.netguard.ActivityMain
7aa461383026696ca944f260843ee208ac2ad95e;Extract Method;Extract Method	private menu_support() : void extracted from public onOptionsItemSelected(item MenuItem) : boolean in class eu.faircode.netguard.ActivityMain
7aa461383026696ca944f260843ee208ac2ad95e;Extract Method;Extract Method	private menu_about() : void extracted from public onOptionsItemSelected(item MenuItem) : boolean in class eu.faircode.netguard.ActivityMain
7aa461383026696ca944f260843ee208ac2ad95e;Rename Method;Rename Method	private vpnStart() : ParcelFileDescriptor renamed to private startVPN() : ParcelFileDescriptor in class eu.faircode.netguard.SinkholeService
7aa461383026696ca944f260843ee208ac2ad95e;Rename Method;Rename Method	private vpnStop(pfd ParcelFileDescriptor) : void renamed to private stopVPN(pfd ParcelFileDescriptor) : void in class eu.faircode.netguard.SinkholeService
7aa461383026696ca944f260843ee208ac2ad95e;Rename Method;Rename Method	private receiveStart(pfd ParcelFileDescriptor) : void renamed to private startDebug(pfd ParcelFileDescriptor) : void in class eu.faircode.netguard.SinkholeService
7aa461383026696ca944f260843ee208ac2ad95e;Rename Method;Rename Method	private receivedEnd() : void renamed to private stopDebug() : void in class eu.faircode.netguard.SinkholeService
947e06390f92cfc6c0d10c593295a622b3d23259;Rename Class;Rename Class	eu.faircode.netguard.BlackHoleService renamed to eu.faircode.netguard.SinkholeService
4bc5ddde789969eb7ede5342f2bd0452fe6a4c3a;Extract And Move Method;Extract And Move Method	public start(context Context) : void extracted from public onReceive(context Context intent Intent) : void in class eu.faircode.netguard.Receiver & moved to class eu.faircode.netguard.BlackHoleService
918a633336e85a705d2baa9a8d4fc6eedea21cc9;Rename Method;Rename Method	private getApplicationList() : void renamed to private fillApplicationList() : void in class eu.faircode.netguard.ActivityMain
f9b1f1f3092e7de4db092c5a5602eadc0b9fd163;Rename Class;Rename Class	eu.faircode.netguard.BootReceiver renamed to eu.faircode.netguard.Receiver
f9b1f1f3092e7de4db092c5a5602eadc0b9fd163;Rename Method;Rename Method	public run() : void renamed to private vpnStart() : void in class eu.faircode.netguard.BlackHoleService
de7eaa8554c9226fdff1abd3dcb63ef7fba39b75;Extract Method;Extract Method	private getApplicationList() : void extracted from protected onCreate(savedInstanceState Bundle) : void in class eu.faircode.netguard.ActivityMain
